,countincomments,countinposts,firstday,lastday
0,30911,3690,2012-01-01 00:00:00+00:00,2012-01-31 00:00:00+00:00
1,32083,4065,2012-01-31 00:00:00+00:00,2012-02-29 00:00:00+00:00
2,36153,4505,2012-02-29 00:00:00+00:00,2012-03-31 00:00:00+00:00
3,36988,4554,2012-03-31 00:00:00+00:00,2012-04-30 00:00:00+00:00
4,39695,4992,2012-04-30 00:00:00+00:00,2012-05-31 00:00:00+00:00
5,42555,5236,2012-05-31 00:00:00+00:00,2012-06-30 00:00:00+00:00
6,45338,5713,2012-06-30 00:00:00+00:00,2012-07-31 00:00:00+00:00
7,48763,6010,2012-07-31 00:00:00+00:00,2012-08-31 00:00:00+00:00
8,44636,5694,2012-08-31 00:00:00+00:00,2012-09-30 00:00:00+00:00
9,47392,6097,2012-09-30 00:00:00+00:00,2012-10-31 00:00:00+00:00
10,47457,6016,2012-10-31 00:00:00+00:00,2012-11-30 00:00:00+00:00
11,49524,5893,2012-11-30 00:00:00+00:00,2012-12-31 00:00:00+00:00
12,56497,6902,2012-12-31 00:00:00+00:00,2013-01-31 00:00:00+00:00
13,51443,6421,2013-01-31 00:00:00+00:00,2013-02-28 00:00:00+00:00
14,58789,7514,2013-02-28 00:00:00+00:00,2013-03-31 00:00:00+00:00
15,61544,7924,2013-03-31 00:00:00+00:00,2013-04-30 00:00:00+00:00
16,63505,7646,2013-04-30 00:00:00+00:00,2013-05-31 00:00:00+00:00
17,61463,7839,2013-05-31 00:00:00+00:00,2013-06-30 00:00:00+00:00
18,65980,8192,2013-06-30 00:00:00+00:00,2013-07-31 00:00:00+00:00
19,68331,8483,2013-07-31 00:00:00+00:00,2013-08-31 00:00:00+00:00
20,62055,8138,2013-08-31 00:00:00+00:00,2013-09-30 00:00:00+00:00
21,67920,8496,2013-09-30 00:00:00+00:00,2013-10-31 00:00:00+00:00
22,69403,9135,2013-10-31 00:00:00+00:00,2013-11-30 00:00:00+00:00
23,73016,9637,2013-11-30 00:00:00+00:00,2013-12-31 00:00:00+00:00
24,82449,11197,2013-12-31 00:00:00+00:00,2014-01-31 00:00:00+00:00
25,77811,11251,2014-01-31 00:00:00+00:00,2014-02-28 00:00:00+00:00
26,84204,11707,2014-02-28 00:00:00+00:00,2014-03-31 00:00:00+00:00
27,82538,11374,2014-03-31 00:00:00+00:00,2014-04-30 00:00:00+00:00
28,85433,11517,2014-04-30 00:00:00+00:00,2014-05-31 00:00:00+00:00
29,81749,10663,2014-05-31 00:00:00+00:00,2014-06-30 00:00:00+00:00
30,91937,12527,2014-06-30 00:00:00+00:00,2014-07-31 00:00:00+00:00
31,93717,12554,2014-07-31 00:00:00+00:00,2014-08-31 00:00:00+00:00
32,89530,12047,2014-08-31 00:00:00+00:00,2014-09-30 00:00:00+00:00
33,99241,14909,2014-09-30 00:00:00+00:00,2014-10-31 00:00:00+00:00
34,93376,12922,2014-10-31 00:00:00+00:00,2014-11-30 00:00:00+00:00
35,95509,13118,2014-11-30 00:00:00+00:00,2014-12-31 00:00:00+00:00
36,107339,15412,2014-12-31 00:00:00+00:00,2015-01-31 00:00:00+00:00
37,101237,14223,2015-01-31 00:00:00+00:00,2015-02-28 00:00:00+00:00
38,110608,15777,2015-02-28 00:00:00+00:00,2015-03-31 00:00:00+00:00
39,112528,15635,2015-03-31 00:00:00+00:00,2015-04-30 00:00:00+00:00
40,113782,15686,2015-04-30 00:00:00+00:00,2015-05-31 00:00:00+00:00
41,110724,17703,2015-05-31 00:00:00+00:00,2015-06-30 00:00:00+00:00
42,123924,16965,2015-06-30 00:00:00+00:00,2015-07-31 00:00:00+00:00
43,123267,16610,2015-07-31 00:00:00+00:00,2015-08-31 00:00:00+00:00
44,118535,13765,2015-08-31 00:00:00+00:00,2015-09-30 00:00:00+00:00
45,128328,14815,2015-09-30 00:00:00+00:00,2015-10-31 00:00:00+00:00
46,124386,15391,2015-10-31 00:00:00+00:00,2015-11-30 00:00:00+00:00
