,countincomments,countinposts,firstday,lastday
91,3020,242,2019-07-31 00:00:00+00:00,2019-08-31 00:00:00+00:00
92,2529,195,2019-08-31 00:00:00+00:00,2019-09-30 00:00:00+00:00
93,2650,259,2019-09-30 00:00:00+00:00,2019-10-31 00:00:00+00:00
94,2432,210,2019-10-31 00:00:00+00:00,2019-11-30 00:00:00+00:00
95,2529,253,2019-11-30 00:00:00+00:00,2019-12-31 00:00:00+00:00
96,2838,215,2019-12-31 00:00:00+00:00,2020-01-31 00:00:00+00:00
97,2424,229,2020-01-31 00:00:00+00:00,2020-02-29 00:00:00+00:00
98,2669,229,2020-02-29 00:00:00+00:00,2020-03-31 00:00:00+00:00
99,2655,246,2020-03-31 00:00:00+00:00,2020-04-30 00:00:00+00:00
100,2898,291,2020-04-30 00:00:00+00:00,2020-05-31 00:00:00+00:00
101,2637,295,2020-05-31 00:00:00+00:00,2020-06-30 00:00:00+00:00
102,2633,277,2020-06-30 00:00:00+00:00,2020-07-31 00:00:00+00:00
103,2455,232,2020-07-31 00:00:00+00:00,2020-08-31 00:00:00+00:00
104,1850,210,2020-08-31 00:00:00+00:00,2020-09-30 00:00:00+00:00
105,2192,203,2020-09-30 00:00:00+00:00,2020-10-31 00:00:00+00:00
106,1824,182,2020-10-31 00:00:00+00:00,2020-11-30 00:00:00+00:00
107,2249,193,2020-11-30 00:00:00+00:00,2020-12-31 00:00:00+00:00
108,1903,253,2020-12-31 00:00:00+00:00,2021-01-31 00:00:00+00:00
109,1571,147,2021-01-31 00:00:00+00:00,2021-02-28 00:00:00+00:00
