,countincomments,countinposts,firstday,lastday
0,2,0,2012-01-01 00:00:00+00:00,2012-01-31 00:00:00+00:00
1,7,1,2012-01-31 00:00:00+00:00,2012-02-29 00:00:00+00:00
2,4,0,2012-02-29 00:00:00+00:00,2012-03-31 00:00:00+00:00
3,10,1,2012-03-31 00:00:00+00:00,2012-04-30 00:00:00+00:00
4,11,0,2012-04-30 00:00:00+00:00,2012-05-31 00:00:00+00:00
5,6,1,2012-05-31 00:00:00+00:00,2012-06-30 00:00:00+00:00
6,6,0,2012-06-30 00:00:00+00:00,2012-07-31 00:00:00+00:00
7,15,4,2012-07-31 00:00:00+00:00,2012-08-31 00:00:00+00:00
8,11,1,2012-08-31 00:00:00+00:00,2012-09-30 00:00:00+00:00
9,12,4,2012-09-30 00:00:00+00:00,2012-10-31 00:00:00+00:00
10,11,2,2012-10-31 00:00:00+00:00,2012-11-30 00:00:00+00:00
11,16,2,2012-11-30 00:00:00+00:00,2012-12-31 00:00:00+00:00
12,15,0,2012-12-31 00:00:00+00:00,2013-01-31 00:00:00+00:00
13,18,4,2013-01-31 00:00:00+00:00,2013-02-28 00:00:00+00:00
14,20,1,2013-02-28 00:00:00+00:00,2013-03-31 00:00:00+00:00
15,16,3,2013-03-31 00:00:00+00:00,2013-04-30 00:00:00+00:00
16,13,0,2013-04-30 00:00:00+00:00,2013-05-31 00:00:00+00:00
17,11,1,2013-05-31 00:00:00+00:00,2013-06-30 00:00:00+00:00
18,26,3,2013-06-30 00:00:00+00:00,2013-07-31 00:00:00+00:00
19,21,12,2013-07-31 00:00:00+00:00,2013-08-31 00:00:00+00:00
20,15,6,2013-08-31 00:00:00+00:00,2013-09-30 00:00:00+00:00
21,17,3,2013-09-30 00:00:00+00:00,2013-10-31 00:00:00+00:00
22,28,3,2013-10-31 00:00:00+00:00,2013-11-30 00:00:00+00:00
23,17,4,2013-11-30 00:00:00+00:00,2013-12-31 00:00:00+00:00
24,34,1,2013-12-31 00:00:00+00:00,2014-01-31 00:00:00+00:00
25,23,3,2014-01-31 00:00:00+00:00,2014-02-28 00:00:00+00:00
26,33,2,2014-02-28 00:00:00+00:00,2014-03-31 00:00:00+00:00
27,35,6,2014-03-31 00:00:00+00:00,2014-04-30 00:00:00+00:00
28,47,5,2014-04-30 00:00:00+00:00,2014-05-31 00:00:00+00:00
29,49,3,2014-05-31 00:00:00+00:00,2014-06-30 00:00:00+00:00
30,41,2,2014-06-30 00:00:00+00:00,2014-07-31 00:00:00+00:00
31,40,3,2014-07-31 00:00:00+00:00,2014-08-31 00:00:00+00:00
32,35,3,2014-08-31 00:00:00+00:00,2014-09-30 00:00:00+00:00
33,86,12,2014-09-30 00:00:00+00:00,2014-10-31 00:00:00+00:00
34,71,15,2014-10-31 00:00:00+00:00,2014-11-30 00:00:00+00:00
35,79,2,2014-11-30 00:00:00+00:00,2014-12-31 00:00:00+00:00
36,84,4,2014-12-31 00:00:00+00:00,2015-01-31 00:00:00+00:00
37,82,4,2015-01-31 00:00:00+00:00,2015-02-28 00:00:00+00:00
38,120,11,2015-02-28 00:00:00+00:00,2015-03-31 00:00:00+00:00
39,120,6,2015-03-31 00:00:00+00:00,2015-04-30 00:00:00+00:00
40,129,7,2015-04-30 00:00:00+00:00,2015-05-31 00:00:00+00:00
41,161,9,2015-05-31 00:00:00+00:00,2015-06-30 00:00:00+00:00
42,214,9,2015-06-30 00:00:00+00:00,2015-07-31 00:00:00+00:00
43,245,20,2015-07-31 00:00:00+00:00,2015-08-31 00:00:00+00:00
44,265,15,2015-08-31 00:00:00+00:00,2015-09-30 00:00:00+00:00
45,295,31,2015-09-30 00:00:00+00:00,2015-10-31 00:00:00+00:00
46,317,34,2015-10-31 00:00:00+00:00,2015-11-30 00:00:00+00:00
47,365,33,2015-11-30 00:00:00+00:00,2015-12-31 00:00:00+00:00
48,435,25,2015-12-31 00:00:00+00:00,2016-01-31 00:00:00+00:00
49,621,52,2016-01-31 00:00:00+00:00,2016-02-29 00:00:00+00:00
50,1516,141,2016-02-29 00:00:00+00:00,2016-03-31 00:00:00+00:00
51,1864,218,2016-03-31 00:00:00+00:00,2016-04-30 00:00:00+00:00
52,1884,149,2016-04-30 00:00:00+00:00,2016-05-31 00:00:00+00:00
53,2211,149,2016-05-31 00:00:00+00:00,2016-06-30 00:00:00+00:00
54,2641,159,2016-06-30 00:00:00+00:00,2016-07-31 00:00:00+00:00
55,2647,198,2016-07-31 00:00:00+00:00,2016-08-31 00:00:00+00:00
56,2689,196,2016-08-31 00:00:00+00:00,2016-09-30 00:00:00+00:00
57,2795,186,2016-09-30 00:00:00+00:00,2016-10-31 00:00:00+00:00
58,2946,202,2016-10-31 00:00:00+00:00,2016-11-30 00:00:00+00:00
59,3294,204,2016-11-30 00:00:00+00:00,2016-12-31 00:00:00+00:00
60,3747,224,2016-12-31 00:00:00+00:00,2017-01-31 00:00:00+00:00
61,3736,219,2017-01-31 00:00:00+00:00,2017-02-28 00:00:00+00:00
62,3596,235,2017-02-28 00:00:00+00:00,2017-03-31 00:00:00+00:00
63,3619,247,2017-03-31 00:00:00+00:00,2017-04-30 00:00:00+00:00
64,3436,256,2017-04-30 00:00:00+00:00,2017-05-31 00:00:00+00:00
65,4316,252,2017-05-31 00:00:00+00:00,2017-06-30 00:00:00+00:00
66,4041,260,2017-06-30 00:00:00+00:00,2017-07-31 00:00:00+00:00
67,4197,244,2017-07-31 00:00:00+00:00,2017-08-31 00:00:00+00:00
68,3648,252,2017-08-31 00:00:00+00:00,2017-09-30 00:00:00+00:00
69,4280,280,2017-09-30 00:00:00+00:00,2017-10-31 00:00:00+00:00
70,3586,390,2017-10-31 00:00:00+00:00,2017-11-30 00:00:00+00:00
71,3353,208,2017-11-30 00:00:00+00:00,2017-12-31 00:00:00+00:00
72,2765,210,2017-12-31 00:00:00+00:00,2018-01-31 00:00:00+00:00
73,2812,201,2018-01-31 00:00:00+00:00,2018-02-28 00:00:00+00:00
74,2739,228,2018-02-28 00:00:00+00:00,2018-03-31 00:00:00+00:00
75,2683,220,2018-03-31 00:00:00+00:00,2018-04-30 00:00:00+00:00
76,2518,212,2018-04-30 00:00:00+00:00,2018-05-31 00:00:00+00:00
77,2310,221,2018-05-31 00:00:00+00:00,2018-06-30 00:00:00+00:00
78,2575,223,2018-06-30 00:00:00+00:00,2018-07-31 00:00:00+00:00
79,2492,206,2018-07-31 00:00:00+00:00,2018-08-31 00:00:00+00:00
80,2352,208,2018-08-31 00:00:00+00:00,2018-09-30 00:00:00+00:00
81,2840,237,2018-09-30 00:00:00+00:00,2018-10-31 00:00:00+00:00
82,2400,227,2018-10-31 00:00:00+00:00,2018-11-30 00:00:00+00:00
83,2300,197,2018-11-30 00:00:00+00:00,2018-12-31 00:00:00+00:00
84,3178,271,2018-12-31 00:00:00+00:00,2019-01-31 00:00:00+00:00
85,3105,245,2019-01-31 00:00:00+00:00,2019-02-28 00:00:00+00:00
86,2945,226,2019-02-28 00:00:00+00:00,2019-03-31 00:00:00+00:00
87,2879,261,2019-03-31 00:00:00+00:00,2019-04-30 00:00:00+00:00
88,2754,217,2019-04-30 00:00:00+00:00,2019-05-31 00:00:00+00:00
89,2919,263,2019-05-31 00:00:00+00:00,2019-06-30 00:00:00+00:00
90,2957,257,2019-06-30 00:00:00+00:00,2019-07-31 00:00:00+00:00
