,countincomments,countinposts,firstday,lastday
0,392,159,2012-01-01 00:00:00+00:00,2012-01-31 00:00:00+00:00
1,421,147,2012-01-31 00:00:00+00:00,2012-02-29 00:00:00+00:00
2,424,171,2012-02-29 00:00:00+00:00,2012-03-31 00:00:00+00:00
3,393,157,2012-03-31 00:00:00+00:00,2012-04-30 00:00:00+00:00
4,447,183,2012-04-30 00:00:00+00:00,2012-05-31 00:00:00+00:00
5,516,200,2012-05-31 00:00:00+00:00,2012-06-30 00:00:00+00:00
6,496,183,2012-06-30 00:00:00+00:00,2012-07-31 00:00:00+00:00
7,614,239,2012-07-31 00:00:00+00:00,2012-08-31 00:00:00+00:00
8,509,214,2012-08-31 00:00:00+00:00,2012-09-30 00:00:00+00:00
9,557,171,2012-09-30 00:00:00+00:00,2012-10-31 00:00:00+00:00
10,580,172,2012-10-31 00:00:00+00:00,2012-11-30 00:00:00+00:00
11,598,165,2012-11-30 00:00:00+00:00,2012-12-31 00:00:00+00:00
12,699,239,2012-12-31 00:00:00+00:00,2013-01-31 00:00:00+00:00
13,676,179,2013-01-31 00:00:00+00:00,2013-02-28 00:00:00+00:00
14,809,256,2013-02-28 00:00:00+00:00,2013-03-31 00:00:00+00:00
15,774,235,2013-03-31 00:00:00+00:00,2013-04-30 00:00:00+00:00
16,747,258,2013-04-30 00:00:00+00:00,2013-05-31 00:00:00+00:00
17,704,224,2013-05-31 00:00:00+00:00,2013-06-30 00:00:00+00:00
18,857,212,2013-06-30 00:00:00+00:00,2013-07-31 00:00:00+00:00
19,890,252,2013-07-31 00:00:00+00:00,2013-08-31 00:00:00+00:00
20,781,213,2013-08-31 00:00:00+00:00,2013-09-30 00:00:00+00:00
21,807,237,2013-09-30 00:00:00+00:00,2013-10-31 00:00:00+00:00
22,859,238,2013-10-31 00:00:00+00:00,2013-11-30 00:00:00+00:00
23,855,244,2013-11-30 00:00:00+00:00,2013-12-31 00:00:00+00:00
24,994,550,2013-12-31 00:00:00+00:00,2014-01-31 00:00:00+00:00
25,940,790,2014-01-31 00:00:00+00:00,2014-02-28 00:00:00+00:00
26,1056,685,2014-02-28 00:00:00+00:00,2014-03-31 00:00:00+00:00
27,1061,421,2014-03-31 00:00:00+00:00,2014-04-30 00:00:00+00:00
28,1088,279,2014-04-30 00:00:00+00:00,2014-05-31 00:00:00+00:00
29,1088,299,2014-05-31 00:00:00+00:00,2014-06-30 00:00:00+00:00
30,1226,295,2014-06-30 00:00:00+00:00,2014-07-31 00:00:00+00:00
31,1122,320,2014-07-31 00:00:00+00:00,2014-08-31 00:00:00+00:00
32,1109,337,2014-08-31 00:00:00+00:00,2014-09-30 00:00:00+00:00
33,1106,388,2014-09-30 00:00:00+00:00,2014-10-31 00:00:00+00:00
34,1128,374,2014-10-31 00:00:00+00:00,2014-11-30 00:00:00+00:00
35,1200,340,2014-11-30 00:00:00+00:00,2014-12-31 00:00:00+00:00
36,1316,437,2014-12-31 00:00:00+00:00,2015-01-31 00:00:00+00:00
37,1340,387,2015-01-31 00:00:00+00:00,2015-02-28 00:00:00+00:00
38,1387,398,2015-02-28 00:00:00+00:00,2015-03-31 00:00:00+00:00
39,1455,511,2015-03-31 00:00:00+00:00,2015-04-30 00:00:00+00:00
40,1309,488,2015-04-30 00:00:00+00:00,2015-05-31 00:00:00+00:00
41,1202,605,2015-05-31 00:00:00+00:00,2015-06-30 00:00:00+00:00
42,1428,539,2015-06-30 00:00:00+00:00,2015-07-31 00:00:00+00:00
43,1464,438,2015-07-31 00:00:00+00:00,2015-08-31 00:00:00+00:00
44,1417,465,2015-08-31 00:00:00+00:00,2015-09-30 00:00:00+00:00
45,1664,441,2015-09-30 00:00:00+00:00,2015-10-31 00:00:00+00:00
46,1338,423,2015-10-31 00:00:00+00:00,2015-11-30 00:00:00+00:00
47,1399,487,2015-11-30 00:00:00+00:00,2015-12-31 00:00:00+00:00
48,1611,606,2015-12-31 00:00:00+00:00,2016-01-31 00:00:00+00:00
49,1550,551,2016-01-31 00:00:00+00:00,2016-02-29 00:00:00+00:00
50,1522,507,2016-02-29 00:00:00+00:00,2016-03-31 00:00:00+00:00
51,1662,461,2016-03-31 00:00:00+00:00,2016-04-30 00:00:00+00:00
52,1634,490,2016-04-30 00:00:00+00:00,2016-05-31 00:00:00+00:00
53,2319,577,2016-05-31 00:00:00+00:00,2016-06-30 00:00:00+00:00
54,2428,539,2016-06-30 00:00:00+00:00,2016-07-31 00:00:00+00:00
55,2729,642,2016-07-31 00:00:00+00:00,2016-08-31 00:00:00+00:00
56,1929,525,2016-08-31 00:00:00+00:00,2016-09-30 00:00:00+00:00
57,1953,748,2016-09-30 00:00:00+00:00,2016-10-31 00:00:00+00:00
58,1690,554,2016-10-31 00:00:00+00:00,2016-11-30 00:00:00+00:00
59,2045,679,2016-11-30 00:00:00+00:00,2016-12-31 00:00:00+00:00
60,2594,772,2016-12-31 00:00:00+00:00,2017-01-31 00:00:00+00:00
61,2449,1104,2017-01-31 00:00:00+00:00,2017-02-28 00:00:00+00:00
62,3018,816,2017-02-28 00:00:00+00:00,2017-03-31 00:00:00+00:00
63,2532,814,2017-03-31 00:00:00+00:00,2017-04-30 00:00:00+00:00
64,2476,796,2017-04-30 00:00:00+00:00,2017-05-31 00:00:00+00:00
65,2610,865,2017-05-31 00:00:00+00:00,2017-06-30 00:00:00+00:00
66,2867,777,2017-06-30 00:00:00+00:00,2017-07-31 00:00:00+00:00
67,2548,928,2017-07-31 00:00:00+00:00,2017-08-31 00:00:00+00:00
68,2472,875,2017-08-31 00:00:00+00:00,2017-09-30 00:00:00+00:00
69,3151,786,2017-09-30 00:00:00+00:00,2017-10-31 00:00:00+00:00
70,2977,881,2017-10-31 00:00:00+00:00,2017-11-30 00:00:00+00:00
71,3010,1029,2017-11-30 00:00:00+00:00,2017-12-31 00:00:00+00:00
72,3283,1123,2017-12-31 00:00:00+00:00,2018-01-31 00:00:00+00:00
73,3506,2083,2018-01-31 00:00:00+00:00,2018-02-28 00:00:00+00:00
74,3629,1373,2018-02-28 00:00:00+00:00,2018-03-31 00:00:00+00:00
75,3493,1168,2018-03-31 00:00:00+00:00,2018-04-30 00:00:00+00:00
76,3477,1253,2018-04-30 00:00:00+00:00,2018-05-31 00:00:00+00:00
77,3651,5360,2018-05-31 00:00:00+00:00,2018-06-30 00:00:00+00:00
78,3659,6236,2018-06-30 00:00:00+00:00,2018-07-31 00:00:00+00:00
79,3914,4862,2018-07-31 00:00:00+00:00,2018-08-31 00:00:00+00:00
80,3940,1791,2018-08-31 00:00:00+00:00,2018-09-30 00:00:00+00:00
81,3876,2188,2018-09-30 00:00:00+00:00,2018-10-31 00:00:00+00:00
82,3948,1730,2018-10-31 00:00:00+00:00,2018-11-30 00:00:00+00:00
83,4263,1998,2018-11-30 00:00:00+00:00,2018-12-31 00:00:00+00:00
84,5426,2012,2018-12-31 00:00:00+00:00,2019-01-31 00:00:00+00:00
85,4736,2395,2019-01-31 00:00:00+00:00,2019-02-28 00:00:00+00:00
86,5467,2186,2019-02-28 00:00:00+00:00,2019-03-31 00:00:00+00:00
87,5261,2386,2019-03-31 00:00:00+00:00,2019-04-30 00:00:00+00:00
88,5302,2634,2019-04-30 00:00:00+00:00,2019-05-31 00:00:00+00:00
89,5110,2222,2019-05-31 00:00:00+00:00,2019-06-30 00:00:00+00:00
90,5673,2648,2019-06-30 00:00:00+00:00,2019-07-31 00:00:00+00:00
91,6110,2862,2019-07-31 00:00:00+00:00,2019-08-31 00:00:00+00:00
92,5534,2702,2019-08-31 00:00:00+00:00,2019-09-30 00:00:00+00:00
93,6535,2514,2019-09-30 00:00:00+00:00,2019-10-31 00:00:00+00:00
94,6090,2449,2019-10-31 00:00:00+00:00,2019-11-30 00:00:00+00:00
95,6682,2527,2019-11-30 00:00:00+00:00,2019-12-31 00:00:00+00:00
96,7892,2754,2019-12-31 00:00:00+00:00,2020-01-31 00:00:00+00:00
97,7182,2879,2020-01-31 00:00:00+00:00,2020-02-29 00:00:00+00:00
98,9045,3629,2020-02-29 00:00:00+00:00,2020-03-31 00:00:00+00:00
99,8519,2909,2020-03-31 00:00:00+00:00,2020-04-30 00:00:00+00:00
100,8850,3017,2020-04-30 00:00:00+00:00,2020-05-31 00:00:00+00:00
101,12329,3264,2020-05-31 00:00:00+00:00,2020-06-30 00:00:00+00:00
102,10325,3073,2020-06-30 00:00:00+00:00,2020-07-31 00:00:00+00:00
103,10183,3250,2020-07-31 00:00:00+00:00,2020-08-31 00:00:00+00:00
104,9682,3520,2020-08-31 00:00:00+00:00,2020-09-30 00:00:00+00:00
105,9326,3249,2020-09-30 00:00:00+00:00,2020-10-31 00:00:00+00:00
106,8400,3176,2020-10-31 00:00:00+00:00,2020-11-30 00:00:00+00:00
107,9302,3375,2020-11-30 00:00:00+00:00,2020-12-31 00:00:00+00:00
108,9069,3942,2020-12-31 00:00:00+00:00,2021-01-31 00:00:00+00:00
109,8894,3873,2021-01-31 00:00:00+00:00,2021-02-28 00:00:00+00:00
