,countincomments,countinposts,firstday,lastday
79,662071,86143,2018-07-31 00:00:00+00:00,2018-08-31 00:00:00+00:00
80,631920,76036,2018-08-31 00:00:00+00:00,2018-09-30 00:00:00+00:00
81,666506,79449,2018-09-30 00:00:00+00:00,2018-10-31 00:00:00+00:00
82,661583,80165,2018-10-31 00:00:00+00:00,2018-11-30 00:00:00+00:00
83,713790,86976,2018-11-30 00:00:00+00:00,2018-12-31 00:00:00+00:00
84,808728,93674,2018-12-31 00:00:00+00:00,2019-01-31 00:00:00+00:00
85,760223,91429,2019-01-31 00:00:00+00:00,2019-02-28 00:00:00+00:00
86,832073,105941,2019-02-28 00:00:00+00:00,2019-03-31 00:00:00+00:00
87,808632,103434,2019-03-31 00:00:00+00:00,2019-04-30 00:00:00+00:00
88,845828,109751,2019-04-30 00:00:00+00:00,2019-05-31 00:00:00+00:00
89,836508,105171,2019-05-31 00:00:00+00:00,2019-06-30 00:00:00+00:00
90,910650,116322,2019-06-30 00:00:00+00:00,2019-07-31 00:00:00+00:00
91,908574,115580,2019-07-31 00:00:00+00:00,2019-08-31 00:00:00+00:00
92,847003,112860,2019-08-31 00:00:00+00:00,2019-09-30 00:00:00+00:00
93,888916,113041,2019-09-30 00:00:00+00:00,2019-10-31 00:00:00+00:00
94,863429,112673,2019-10-31 00:00:00+00:00,2019-11-30 00:00:00+00:00
95,906864,122362,2019-11-30 00:00:00+00:00,2019-12-31 00:00:00+00:00
96,988591,121832,2019-12-31 00:00:00+00:00,2020-01-31 00:00:00+00:00
97,936535,123504,2020-01-31 00:00:00+00:00,2020-02-29 00:00:00+00:00
98,994368,176378,2020-02-29 00:00:00+00:00,2020-03-31 00:00:00+00:00
99,1137276,142786,2020-03-31 00:00:00+00:00,2020-04-30 00:00:00+00:00
100,1247196,176808,2020-04-30 00:00:00+00:00,2020-05-31 00:00:00+00:00
101,1185290,151977,2020-05-31 00:00:00+00:00,2020-06-30 00:00:00+00:00
102,1256653,151863,2020-06-30 00:00:00+00:00,2020-07-31 00:00:00+00:00
103,1251861,168135,2020-07-31 00:00:00+00:00,2020-08-31 00:00:00+00:00
104,1120914,155597,2020-08-31 00:00:00+00:00,2020-09-30 00:00:00+00:00
105,1208001,173378,2020-09-30 00:00:00+00:00,2020-10-31 00:00:00+00:00
106,1093530,143427,2020-10-31 00:00:00+00:00,2020-11-30 00:00:00+00:00
107,1228175,162707,2020-11-30 00:00:00+00:00,2020-12-31 00:00:00+00:00
108,1166520,174266,2020-12-31 00:00:00+00:00,2021-01-31 00:00:00+00:00
109,912501,126346,2021-01-31 00:00:00+00:00,2021-02-28 00:00:00+00:00
