,countincomments,countinposts,firstday,lastday
0,102535,12426,2012-01-01 00:00:00+00:00,2012-01-31 00:00:00+00:00
1,103699,12776,2012-01-31 00:00:00+00:00,2012-02-29 00:00:00+00:00
2,119183,14126,2012-02-29 00:00:00+00:00,2012-03-31 00:00:00+00:00
3,125182,15076,2012-03-31 00:00:00+00:00,2012-04-30 00:00:00+00:00
4,137985,18286,2012-04-30 00:00:00+00:00,2012-05-31 00:00:00+00:00
5,154094,18845,2012-05-31 00:00:00+00:00,2012-06-30 00:00:00+00:00
6,163245,19869,2012-06-30 00:00:00+00:00,2012-07-31 00:00:00+00:00
7,176557,19962,2012-07-31 00:00:00+00:00,2012-08-31 00:00:00+00:00
8,158462,18646,2012-08-31 00:00:00+00:00,2012-09-30 00:00:00+00:00
9,170796,19079,2012-09-30 00:00:00+00:00,2012-10-31 00:00:00+00:00
10,166932,19165,2012-10-31 00:00:00+00:00,2012-11-30 00:00:00+00:00
11,178616,20164,2012-11-30 00:00:00+00:00,2012-12-31 00:00:00+00:00
12,209033,22191,2012-12-31 00:00:00+00:00,2013-01-31 00:00:00+00:00
13,188871,20744,2013-01-31 00:00:00+00:00,2013-02-28 00:00:00+00:00
14,212269,23632,2013-02-28 00:00:00+00:00,2013-03-31 00:00:00+00:00
15,223961,24591,2013-03-31 00:00:00+00:00,2013-04-30 00:00:00+00:00
16,226191,24152,2013-04-30 00:00:00+00:00,2013-05-31 00:00:00+00:00
17,224604,23590,2013-05-31 00:00:00+00:00,2013-06-30 00:00:00+00:00
18,241060,24729,2013-06-30 00:00:00+00:00,2013-07-31 00:00:00+00:00
19,243039,24636,2013-07-31 00:00:00+00:00,2013-08-31 00:00:00+00:00
20,214608,23473,2013-08-31 00:00:00+00:00,2013-09-30 00:00:00+00:00
21,239059,26996,2013-09-30 00:00:00+00:00,2013-10-31 00:00:00+00:00
22,251619,25753,2013-10-31 00:00:00+00:00,2013-11-30 00:00:00+00:00
23,263185,28697,2013-11-30 00:00:00+00:00,2013-12-31 00:00:00+00:00
24,283729,30409,2013-12-31 00:00:00+00:00,2014-01-31 00:00:00+00:00
25,261773,31589,2014-01-31 00:00:00+00:00,2014-02-28 00:00:00+00:00
26,288190,35777,2014-02-28 00:00:00+00:00,2014-03-31 00:00:00+00:00
27,283442,34345,2014-03-31 00:00:00+00:00,2014-04-30 00:00:00+00:00
28,292193,34500,2014-04-30 00:00:00+00:00,2014-05-31 00:00:00+00:00
29,283378,31111,2014-05-31 00:00:00+00:00,2014-06-30 00:00:00+00:00
30,310938,34065,2014-06-30 00:00:00+00:00,2014-07-31 00:00:00+00:00
31,309097,34139,2014-07-31 00:00:00+00:00,2014-08-31 00:00:00+00:00
32,293280,33131,2014-08-31 00:00:00+00:00,2014-09-30 00:00:00+00:00
33,315924,34858,2014-09-30 00:00:00+00:00,2014-10-31 00:00:00+00:00
34,308985,34797,2014-10-31 00:00:00+00:00,2014-11-30 00:00:00+00:00
35,328435,37508,2014-11-30 00:00:00+00:00,2014-12-31 00:00:00+00:00
36,358354,39842,2014-12-31 00:00:00+00:00,2015-01-31 00:00:00+00:00
37,322742,36033,2015-01-31 00:00:00+00:00,2015-02-28 00:00:00+00:00
38,356220,40378,2015-02-28 00:00:00+00:00,2015-03-31 00:00:00+00:00
39,358196,39546,2015-03-31 00:00:00+00:00,2015-04-30 00:00:00+00:00
40,354288,40055,2015-04-30 00:00:00+00:00,2015-05-31 00:00:00+00:00
41,357747,40724,2015-05-31 00:00:00+00:00,2015-06-30 00:00:00+00:00
42,381015,44521,2015-06-30 00:00:00+00:00,2015-07-31 00:00:00+00:00
43,379361,43300,2015-07-31 00:00:00+00:00,2015-08-31 00:00:00+00:00
44,349714,36028,2015-08-31 00:00:00+00:00,2015-09-30 00:00:00+00:00
45,380254,39091,2015-09-30 00:00:00+00:00,2015-10-31 00:00:00+00:00
46,361218,37867,2015-10-31 00:00:00+00:00,2015-11-30 00:00:00+00:00
47,378043,39450,2015-11-30 00:00:00+00:00,2015-12-31 00:00:00+00:00
48,396537,40629,2015-12-31 00:00:00+00:00,2016-01-31 00:00:00+00:00
49,375174,45206,2016-01-31 00:00:00+00:00,2016-02-29 00:00:00+00:00
50,404361,40796,2016-02-29 00:00:00+00:00,2016-03-31 00:00:00+00:00
51,411962,43094,2016-03-31 00:00:00+00:00,2016-04-30 00:00:00+00:00
52,412664,44941,2016-04-30 00:00:00+00:00,2016-05-31 00:00:00+00:00
53,409280,42765,2016-05-31 00:00:00+00:00,2016-06-30 00:00:00+00:00
54,408515,42274,2016-06-30 00:00:00+00:00,2016-07-31 00:00:00+00:00
55,440745,46835,2016-07-31 00:00:00+00:00,2016-08-31 00:00:00+00:00
56,409211,43513,2016-08-31 00:00:00+00:00,2016-09-30 00:00:00+00:00
57,432267,46083,2016-09-30 00:00:00+00:00,2016-10-31 00:00:00+00:00
58,414298,46100,2016-10-31 00:00:00+00:00,2016-11-30 00:00:00+00:00
59,446701,49076,2016-11-30 00:00:00+00:00,2016-12-31 00:00:00+00:00
60,477877,49131,2016-12-31 00:00:00+00:00,2017-01-31 00:00:00+00:00
61,426786,43880,2017-01-31 00:00:00+00:00,2017-02-28 00:00:00+00:00
62,487674,49549,2017-02-28 00:00:00+00:00,2017-03-31 00:00:00+00:00
63,467308,47296,2017-03-31 00:00:00+00:00,2017-04-30 00:00:00+00:00
64,475012,47920,2017-04-30 00:00:00+00:00,2017-05-31 00:00:00+00:00
65,486769,48669,2017-05-31 00:00:00+00:00,2017-06-30 00:00:00+00:00
66,498679,52042,2017-06-30 00:00:00+00:00,2017-07-31 00:00:00+00:00
67,503071,56857,2017-07-31 00:00:00+00:00,2017-08-31 00:00:00+00:00
68,480297,53203,2017-08-31 00:00:00+00:00,2017-09-30 00:00:00+00:00
69,517605,56159,2017-09-30 00:00:00+00:00,2017-10-31 00:00:00+00:00
70,527208,60841,2017-10-31 00:00:00+00:00,2017-11-30 00:00:00+00:00
71,529881,61383,2017-11-30 00:00:00+00:00,2017-12-31 00:00:00+00:00
72,569911,62786,2017-12-31 00:00:00+00:00,2018-01-31 00:00:00+00:00
73,540640,56837,2018-01-31 00:00:00+00:00,2018-02-28 00:00:00+00:00
74,603741,72174,2018-02-28 00:00:00+00:00,2018-03-31 00:00:00+00:00
75,603263,65251,2018-03-31 00:00:00+00:00,2018-04-30 00:00:00+00:00
76,620834,72099,2018-04-30 00:00:00+00:00,2018-05-31 00:00:00+00:00
77,624666,71545,2018-05-31 00:00:00+00:00,2018-06-30 00:00:00+00:00
78,651677,77262,2018-06-30 00:00:00+00:00,2018-07-31 00:00:00+00:00
