,countincomments,countinposts,firstday,lastday
0,3018,487,2012-01-01 00:00:00+00:00,2012-01-31 00:00:00+00:00
1,3453,554,2012-01-31 00:00:00+00:00,2012-02-29 00:00:00+00:00
2,3815,580,2012-02-29 00:00:00+00:00,2012-03-31 00:00:00+00:00
3,4047,629,2012-03-31 00:00:00+00:00,2012-04-30 00:00:00+00:00
4,4351,658,2012-04-30 00:00:00+00:00,2012-05-31 00:00:00+00:00
5,4592,676,2012-05-31 00:00:00+00:00,2012-06-30 00:00:00+00:00
6,6256,740,2012-06-30 00:00:00+00:00,2012-07-31 00:00:00+00:00
7,5805,834,2012-07-31 00:00:00+00:00,2012-08-31 00:00:00+00:00
8,4989,722,2012-08-31 00:00:00+00:00,2012-09-30 00:00:00+00:00
9,5142,798,2012-09-30 00:00:00+00:00,2012-10-31 00:00:00+00:00
10,5402,814,2012-10-31 00:00:00+00:00,2012-11-30 00:00:00+00:00
11,17389,1514,2012-11-30 00:00:00+00:00,2012-12-31 00:00:00+00:00
12,12660,1437,2012-12-31 00:00:00+00:00,2013-01-31 00:00:00+00:00
13,8042,1088,2013-01-31 00:00:00+00:00,2013-02-28 00:00:00+00:00
14,8504,1207,2013-02-28 00:00:00+00:00,2013-03-31 00:00:00+00:00
15,9972,1283,2013-03-31 00:00:00+00:00,2013-04-30 00:00:00+00:00
16,9438,1367,2013-04-30 00:00:00+00:00,2013-05-31 00:00:00+00:00
17,8104,1214,2013-05-31 00:00:00+00:00,2013-06-30 00:00:00+00:00
18,8644,1263,2013-06-30 00:00:00+00:00,2013-07-31 00:00:00+00:00
19,9664,1279,2013-07-31 00:00:00+00:00,2013-08-31 00:00:00+00:00
20,9520,1272,2013-08-31 00:00:00+00:00,2013-09-30 00:00:00+00:00
21,11532,1486,2013-09-30 00:00:00+00:00,2013-10-31 00:00:00+00:00
22,10772,1524,2013-10-31 00:00:00+00:00,2013-11-30 00:00:00+00:00
23,11080,1515,2013-11-30 00:00:00+00:00,2013-12-31 00:00:00+00:00
24,12222,1795,2013-12-31 00:00:00+00:00,2014-01-31 00:00:00+00:00
25,11413,1733,2014-01-31 00:00:00+00:00,2014-02-28 00:00:00+00:00
26,12417,1851,2014-02-28 00:00:00+00:00,2014-03-31 00:00:00+00:00
27,13891,1981,2014-03-31 00:00:00+00:00,2014-04-30 00:00:00+00:00
28,15732,2089,2014-04-30 00:00:00+00:00,2014-05-31 00:00:00+00:00
29,14810,1995,2014-05-31 00:00:00+00:00,2014-06-30 00:00:00+00:00
30,13112,1977,2014-06-30 00:00:00+00:00,2014-07-31 00:00:00+00:00
31,13847,2301,2014-07-31 00:00:00+00:00,2014-08-31 00:00:00+00:00
32,12970,2232,2014-08-31 00:00:00+00:00,2014-09-30 00:00:00+00:00
33,16571,2493,2014-09-30 00:00:00+00:00,2014-10-31 00:00:00+00:00
34,14607,2392,2014-10-31 00:00:00+00:00,2014-11-30 00:00:00+00:00
35,15189,2535,2014-11-30 00:00:00+00:00,2014-12-31 00:00:00+00:00
36,16479,2850,2014-12-31 00:00:00+00:00,2015-01-31 00:00:00+00:00
37,15627,2693,2015-01-31 00:00:00+00:00,2015-02-28 00:00:00+00:00
38,18266,3131,2015-02-28 00:00:00+00:00,2015-03-31 00:00:00+00:00
39,17264,3017,2015-03-31 00:00:00+00:00,2015-04-30 00:00:00+00:00
40,18278,3125,2015-04-30 00:00:00+00:00,2015-05-31 00:00:00+00:00
41,19043,3289,2015-05-31 00:00:00+00:00,2015-06-30 00:00:00+00:00
42,20690,3281,2015-06-30 00:00:00+00:00,2015-07-31 00:00:00+00:00
43,22574,3376,2015-07-31 00:00:00+00:00,2015-08-31 00:00:00+00:00
44,19593,2769,2015-08-31 00:00:00+00:00,2015-09-30 00:00:00+00:00
45,30357,3665,2015-09-30 00:00:00+00:00,2015-10-31 00:00:00+00:00
46,20980,3067,2015-10-31 00:00:00+00:00,2015-11-30 00:00:00+00:00
47,24893,3230,2015-11-30 00:00:00+00:00,2015-12-31 00:00:00+00:00
48,24327,3347,2015-12-31 00:00:00+00:00,2016-01-31 00:00:00+00:00
49,22471,3395,2016-01-31 00:00:00+00:00,2016-02-29 00:00:00+00:00
50,23818,3583,2016-02-29 00:00:00+00:00,2016-03-31 00:00:00+00:00
51,23894,3741,2016-03-31 00:00:00+00:00,2016-04-30 00:00:00+00:00
52,24175,3700,2016-04-30 00:00:00+00:00,2016-05-31 00:00:00+00:00
53,28990,3678,2016-05-31 00:00:00+00:00,2016-06-30 00:00:00+00:00
54,26585,3930,2016-06-30 00:00:00+00:00,2016-07-31 00:00:00+00:00
55,28870,4576,2016-07-31 00:00:00+00:00,2016-08-31 00:00:00+00:00
56,27768,4301,2016-08-31 00:00:00+00:00,2016-09-30 00:00:00+00:00
57,27702,4701,2016-09-30 00:00:00+00:00,2016-10-31 00:00:00+00:00
58,27512,4424,2016-10-31 00:00:00+00:00,2016-11-30 00:00:00+00:00
59,31389,5035,2016-11-30 00:00:00+00:00,2016-12-31 00:00:00+00:00
60,35885,5456,2016-12-31 00:00:00+00:00,2017-01-31 00:00:00+00:00
61,31278,5387,2017-01-31 00:00:00+00:00,2017-02-28 00:00:00+00:00
62,36060,5770,2017-02-28 00:00:00+00:00,2017-03-31 00:00:00+00:00
63,34817,5706,2017-03-31 00:00:00+00:00,2017-04-30 00:00:00+00:00
64,38380,6549,2017-04-30 00:00:00+00:00,2017-05-31 00:00:00+00:00
65,37446,5697,2017-05-31 00:00:00+00:00,2017-06-30 00:00:00+00:00
66,41484,6331,2017-06-30 00:00:00+00:00,2017-07-31 00:00:00+00:00
67,38301,6968,2017-07-31 00:00:00+00:00,2017-08-31 00:00:00+00:00
68,37615,6607,2017-08-31 00:00:00+00:00,2017-09-30 00:00:00+00:00
69,54122,8188,2017-09-30 00:00:00+00:00,2017-10-31 00:00:00+00:00
70,50221,8658,2017-10-31 00:00:00+00:00,2017-11-30 00:00:00+00:00
71,43732,8236,2017-11-30 00:00:00+00:00,2017-12-31 00:00:00+00:00
72,48887,9414,2017-12-31 00:00:00+00:00,2018-01-31 00:00:00+00:00
73,76380,10193,2018-01-31 00:00:00+00:00,2018-02-28 00:00:00+00:00
74,65664,13771,2018-02-28 00:00:00+00:00,2018-03-31 00:00:00+00:00
75,59246,10656,2018-03-31 00:00:00+00:00,2018-04-30 00:00:00+00:00
76,65351,11792,2018-04-30 00:00:00+00:00,2018-05-31 00:00:00+00:00
77,65545,13165,2018-05-31 00:00:00+00:00,2018-06-30 00:00:00+00:00
78,60443,13318,2018-06-30 00:00:00+00:00,2018-07-31 00:00:00+00:00
79,65907,14328,2018-07-31 00:00:00+00:00,2018-08-31 00:00:00+00:00
80,63281,13762,2018-08-31 00:00:00+00:00,2018-09-30 00:00:00+00:00
81,72409,16887,2018-09-30 00:00:00+00:00,2018-10-31 00:00:00+00:00
82,73478,16747,2018-10-31 00:00:00+00:00,2018-11-30 00:00:00+00:00
83,74616,16854,2018-11-30 00:00:00+00:00,2018-12-31 00:00:00+00:00
84,85103,19058,2018-12-31 00:00:00+00:00,2019-01-31 00:00:00+00:00
85,81704,19020,2019-01-31 00:00:00+00:00,2019-02-28 00:00:00+00:00
86,93943,22256,2019-02-28 00:00:00+00:00,2019-03-31 00:00:00+00:00
87,90832,22253,2019-03-31 00:00:00+00:00,2019-04-30 00:00:00+00:00
88,101311,23948,2019-04-30 00:00:00+00:00,2019-05-31 00:00:00+00:00
89,97220,23311,2019-05-31 00:00:00+00:00,2019-06-30 00:00:00+00:00
90,102569,26344,2019-06-30 00:00:00+00:00,2019-07-31 00:00:00+00:00
91,126763,28011,2019-07-31 00:00:00+00:00,2019-08-31 00:00:00+00:00
92,104840,27314,2019-08-31 00:00:00+00:00,2019-09-30 00:00:00+00:00
93,112344,30657,2019-09-30 00:00:00+00:00,2019-10-31 00:00:00+00:00
94,109586,29358,2019-10-31 00:00:00+00:00,2019-11-30 00:00:00+00:00
95,111143,28603,2019-11-30 00:00:00+00:00,2019-12-31 00:00:00+00:00
96,125201,31149,2019-12-31 00:00:00+00:00,2020-01-31 00:00:00+00:00
97,119827,30768,2020-01-31 00:00:00+00:00,2020-02-29 00:00:00+00:00
98,127376,34692,2020-02-29 00:00:00+00:00,2020-03-31 00:00:00+00:00
99,149112,36926,2020-03-31 00:00:00+00:00,2020-04-30 00:00:00+00:00
100,167383,42602,2020-04-30 00:00:00+00:00,2020-05-31 00:00:00+00:00
101,174009,38709,2020-05-31 00:00:00+00:00,2020-06-30 00:00:00+00:00
102,187473,41210,2020-06-30 00:00:00+00:00,2020-07-31 00:00:00+00:00
103,184741,42513,2020-07-31 00:00:00+00:00,2020-08-31 00:00:00+00:00
104,159265,38847,2020-08-31 00:00:00+00:00,2020-09-30 00:00:00+00:00
105,171980,43283,2020-09-30 00:00:00+00:00,2020-10-31 00:00:00+00:00
106,155027,40000,2020-10-31 00:00:00+00:00,2020-11-30 00:00:00+00:00
107,163740,41280,2020-11-30 00:00:00+00:00,2020-12-31 00:00:00+00:00
108,159422,44756,2020-12-31 00:00:00+00:00,2021-01-31 00:00:00+00:00
109,131427,35523,2021-01-31 00:00:00+00:00,2021-02-28 00:00:00+00:00
