,countincomments,countinposts,firstday,lastday
0,340366,35544,2012-01-01 00:00:00+00:00,2012-01-31 00:00:00+00:00
1,345791,36932,2012-01-31 00:00:00+00:00,2012-02-29 00:00:00+00:00
2,389210,40757,2012-02-29 00:00:00+00:00,2012-03-31 00:00:00+00:00
3,410100,42924,2012-03-31 00:00:00+00:00,2012-04-30 00:00:00+00:00
4,448458,47593,2012-04-30 00:00:00+00:00,2012-05-31 00:00:00+00:00
5,485088,51498,2012-05-31 00:00:00+00:00,2012-06-30 00:00:00+00:00
6,523914,55191,2012-06-30 00:00:00+00:00,2012-07-31 00:00:00+00:00
7,564018,58918,2012-07-31 00:00:00+00:00,2012-08-31 00:00:00+00:00
8,508519,53727,2012-08-31 00:00:00+00:00,2012-09-30 00:00:00+00:00
9,535284,55032,2012-09-30 00:00:00+00:00,2012-10-31 00:00:00+00:00
10,536064,55477,2012-10-31 00:00:00+00:00,2012-11-30 00:00:00+00:00
11,575667,57024,2012-11-30 00:00:00+00:00,2012-12-31 00:00:00+00:00
12,676645,64641,2012-12-31 00:00:00+00:00,2013-01-31 00:00:00+00:00
13,613378,60642,2013-01-31 00:00:00+00:00,2013-02-28 00:00:00+00:00
14,693578,69768,2013-02-28 00:00:00+00:00,2013-03-31 00:00:00+00:00
15,723759,72508,2013-03-31 00:00:00+00:00,2013-04-30 00:00:00+00:00
16,749291,73897,2013-04-30 00:00:00+00:00,2013-05-31 00:00:00+00:00
17,743493,72822,2013-05-31 00:00:00+00:00,2013-06-30 00:00:00+00:00
18,798075,77417,2013-06-30 00:00:00+00:00,2013-07-31 00:00:00+00:00
19,809517,77716,2013-07-31 00:00:00+00:00,2013-08-31 00:00:00+00:00
20,714352,71188,2013-08-31 00:00:00+00:00,2013-09-30 00:00:00+00:00
21,792975,76580,2013-09-30 00:00:00+00:00,2013-10-31 00:00:00+00:00
22,827404,79702,2013-10-31 00:00:00+00:00,2013-11-30 00:00:00+00:00
23,874339,86102,2013-11-30 00:00:00+00:00,2013-12-31 00:00:00+00:00
24,974949,96183,2013-12-31 00:00:00+00:00,2014-01-31 00:00:00+00:00
25,897478,93045,2014-01-31 00:00:00+00:00,2014-02-28 00:00:00+00:00
26,984029,98430,2014-02-28 00:00:00+00:00,2014-03-31 00:00:00+00:00
27,970086,96630,2014-03-31 00:00:00+00:00,2014-04-30 00:00:00+00:00
28,996393,99576,2014-04-30 00:00:00+00:00,2014-05-31 00:00:00+00:00
29,955661,96552,2014-05-31 00:00:00+00:00,2014-06-30 00:00:00+00:00
30,1069578,108857,2014-06-30 00:00:00+00:00,2014-07-31 00:00:00+00:00
31,1071377,108651,2014-07-31 00:00:00+00:00,2014-08-31 00:00:00+00:00
32,1003980,103797,2014-08-31 00:00:00+00:00,2014-09-30 00:00:00+00:00
33,1075375,110758,2014-09-30 00:00:00+00:00,2014-10-31 00:00:00+00:00
34,1047382,110466,2014-10-31 00:00:00+00:00,2014-11-30 00:00:00+00:00
35,1117075,116093,2014-11-30 00:00:00+00:00,2014-12-31 00:00:00+00:00
36,1252091,129387,2014-12-31 00:00:00+00:00,2015-01-31 00:00:00+00:00
37,1140588,118119,2015-01-31 00:00:00+00:00,2015-02-28 00:00:00+00:00
38,1266175,131621,2015-02-28 00:00:00+00:00,2015-03-31 00:00:00+00:00
39,1267654,133017,2015-03-31 00:00:00+00:00,2015-04-30 00:00:00+00:00
40,1269837,133162,2015-04-30 00:00:00+00:00,2015-05-31 00:00:00+00:00
41,1249432,133735,2015-05-31 00:00:00+00:00,2015-06-30 00:00:00+00:00
42,1361666,147047,2015-06-30 00:00:00+00:00,2015-07-31 00:00:00+00:00
43,1340779,141466,2015-07-31 00:00:00+00:00,2015-08-31 00:00:00+00:00
44,1258322,114226,2015-08-31 00:00:00+00:00,2015-09-30 00:00:00+00:00
45,1363342,121835,2015-09-30 00:00:00+00:00,2015-10-31 00:00:00+00:00
46,1289073,120043,2015-10-31 00:00:00+00:00,2015-11-30 00:00:00+00:00
47,1355171,124718,2015-11-30 00:00:00+00:00,2015-12-31 00:00:00+00:00
48,1463646,133862,2015-12-31 00:00:00+00:00,2016-01-31 00:00:00+00:00
49,1398699,132890,2016-01-31 00:00:00+00:00,2016-02-29 00:00:00+00:00
50,1508298,137471,2016-02-29 00:00:00+00:00,2016-03-31 00:00:00+00:00
51,1501909,141760,2016-03-31 00:00:00+00:00,2016-04-30 00:00:00+00:00
52,1497456,141458,2016-04-30 00:00:00+00:00,2016-05-31 00:00:00+00:00
53,1515078,139187,2016-05-31 00:00:00+00:00,2016-06-30 00:00:00+00:00
54,1525082,144627,2016-06-30 00:00:00+00:00,2016-07-31 00:00:00+00:00
55,1582253,152145,2016-07-31 00:00:00+00:00,2016-08-31 00:00:00+00:00
56,1503302,143264,2016-08-31 00:00:00+00:00,2016-09-30 00:00:00+00:00
57,1552439,148815,2016-09-30 00:00:00+00:00,2016-10-31 00:00:00+00:00
58,1554911,155655,2016-10-31 00:00:00+00:00,2016-11-30 00:00:00+00:00
