,countincomments,countinposts,firstday,lastday
0,202980,19846,2012-01-01 00:00:00+00:00,2012-01-31 00:00:00+00:00
1,209517,20864,2012-01-31 00:00:00+00:00,2012-02-29 00:00:00+00:00
2,233889,23035,2012-02-29 00:00:00+00:00,2012-03-31 00:00:00+00:00
3,244306,24121,2012-03-31 00:00:00+00:00,2012-04-30 00:00:00+00:00
4,264669,27220,2012-04-30 00:00:00+00:00,2012-05-31 00:00:00+00:00
5,285003,27718,2012-05-31 00:00:00+00:00,2012-06-30 00:00:00+00:00
6,303438,28738,2012-06-30 00:00:00+00:00,2012-07-31 00:00:00+00:00
7,330625,30455,2012-07-31 00:00:00+00:00,2012-08-31 00:00:00+00:00
8,295083,27996,2012-08-31 00:00:00+00:00,2012-09-30 00:00:00+00:00
9,307273,27980,2012-09-30 00:00:00+00:00,2012-10-31 00:00:00+00:00
10,294240,27292,2012-10-31 00:00:00+00:00,2012-11-30 00:00:00+00:00
11,310404,28570,2012-11-30 00:00:00+00:00,2012-12-31 00:00:00+00:00
12,357760,30425,2012-12-31 00:00:00+00:00,2013-01-31 00:00:00+00:00
13,334694,28895,2013-01-31 00:00:00+00:00,2013-02-28 00:00:00+00:00
14,368967,32389,2013-02-28 00:00:00+00:00,2013-03-31 00:00:00+00:00
15,378284,32748,2013-03-31 00:00:00+00:00,2013-04-30 00:00:00+00:00
16,377757,32356,2013-04-30 00:00:00+00:00,2013-05-31 00:00:00+00:00
17,369916,30932,2013-05-31 00:00:00+00:00,2013-06-30 00:00:00+00:00
18,390530,32139,2013-06-30 00:00:00+00:00,2013-07-31 00:00:00+00:00
19,395862,32387,2013-07-31 00:00:00+00:00,2013-08-31 00:00:00+00:00
20,342681,29186,2013-08-31 00:00:00+00:00,2013-09-30 00:00:00+00:00
21,383755,33340,2013-09-30 00:00:00+00:00,2013-10-31 00:00:00+00:00
22,398614,32293,2013-10-31 00:00:00+00:00,2013-11-30 00:00:00+00:00
23,415286,35367,2013-11-30 00:00:00+00:00,2013-12-31 00:00:00+00:00
24,440433,37591,2013-12-31 00:00:00+00:00,2014-01-31 00:00:00+00:00
25,408859,37266,2014-01-31 00:00:00+00:00,2014-02-28 00:00:00+00:00
26,444275,41224,2014-02-28 00:00:00+00:00,2014-03-31 00:00:00+00:00
27,438530,38753,2014-03-31 00:00:00+00:00,2014-04-30 00:00:00+00:00
28,444452,38169,2014-04-30 00:00:00+00:00,2014-05-31 00:00:00+00:00
29,425556,35678,2014-05-31 00:00:00+00:00,2014-06-30 00:00:00+00:00
30,466665,39877,2014-06-30 00:00:00+00:00,2014-07-31 00:00:00+00:00
31,464096,38820,2014-07-31 00:00:00+00:00,2014-08-31 00:00:00+00:00
32,427559,37257,2014-08-31 00:00:00+00:00,2014-09-30 00:00:00+00:00
33,465498,40069,2014-09-30 00:00:00+00:00,2014-10-31 00:00:00+00:00
34,474043,39697,2014-10-31 00:00:00+00:00,2014-11-30 00:00:00+00:00
35,477370,43458,2014-11-30 00:00:00+00:00,2014-12-31 00:00:00+00:00
36,515616,44852,2014-12-31 00:00:00+00:00,2015-01-31 00:00:00+00:00
37,462960,40321,2015-01-31 00:00:00+00:00,2015-02-28 00:00:00+00:00
38,508632,44684,2015-02-28 00:00:00+00:00,2015-03-31 00:00:00+00:00
39,501948,43651,2015-03-31 00:00:00+00:00,2015-04-30 00:00:00+00:00
