,countincomments,countinposts,firstday,lastday
0,221826,17151,2012-01-01 00:00:00+00:00,2012-01-31 00:00:00+00:00
1,227213,17540,2012-01-31 00:00:00+00:00,2012-02-29 00:00:00+00:00
2,251775,18940,2012-02-29 00:00:00+00:00,2012-03-31 00:00:00+00:00
3,259952,19579,2012-03-31 00:00:00+00:00,2012-04-30 00:00:00+00:00
4,275101,21213,2012-04-30 00:00:00+00:00,2012-05-31 00:00:00+00:00
5,295379,22317,2012-05-31 00:00:00+00:00,2012-06-30 00:00:00+00:00
6,308521,23304,2012-06-30 00:00:00+00:00,2012-07-31 00:00:00+00:00
7,330472,25323,2012-07-31 00:00:00+00:00,2012-08-31 00:00:00+00:00
8,299207,23073,2012-08-31 00:00:00+00:00,2012-09-30 00:00:00+00:00
9,308200,23120,2012-09-30 00:00:00+00:00,2012-10-31 00:00:00+00:00
10,304571,23016,2012-10-31 00:00:00+00:00,2012-11-30 00:00:00+00:00
11,315579,23115,2012-11-30 00:00:00+00:00,2012-12-31 00:00:00+00:00
12,359635,25727,2012-12-31 00:00:00+00:00,2013-01-31 00:00:00+00:00
13,323554,23207,2013-01-31 00:00:00+00:00,2013-02-28 00:00:00+00:00
14,365702,27674,2013-02-28 00:00:00+00:00,2013-03-31 00:00:00+00:00
15,391065,29618,2013-03-31 00:00:00+00:00,2013-04-30 00:00:00+00:00
16,402068,29565,2013-04-30 00:00:00+00:00,2013-05-31 00:00:00+00:00
17,391693,29539,2013-05-31 00:00:00+00:00,2013-06-30 00:00:00+00:00
18,410691,30136,2013-06-30 00:00:00+00:00,2013-07-31 00:00:00+00:00
19,413344,30624,2013-07-31 00:00:00+00:00,2013-08-31 00:00:00+00:00
20,369682,27969,2013-08-31 00:00:00+00:00,2013-09-30 00:00:00+00:00
21,407004,30010,2013-09-30 00:00:00+00:00,2013-10-31 00:00:00+00:00
22,409475,31352,2013-10-31 00:00:00+00:00,2013-11-30 00:00:00+00:00
23,432105,33429,2013-11-30 00:00:00+00:00,2013-12-31 00:00:00+00:00
24,481826,37293,2013-12-31 00:00:00+00:00,2014-01-31 00:00:00+00:00
25,450847,36632,2014-01-31 00:00:00+00:00,2014-02-28 00:00:00+00:00
26,489473,38475,2014-02-28 00:00:00+00:00,2014-03-31 00:00:00+00:00
27,472918,37477,2014-03-31 00:00:00+00:00,2014-04-30 00:00:00+00:00
28,488036,38365,2014-04-30 00:00:00+00:00,2014-05-31 00:00:00+00:00
29,464054,36574,2014-05-31 00:00:00+00:00,2014-06-30 00:00:00+00:00
30,519773,41633,2014-06-30 00:00:00+00:00,2014-07-31 00:00:00+00:00
31,518529,41286,2014-07-31 00:00:00+00:00,2014-08-31 00:00:00+00:00
32,485611,38995,2014-08-31 00:00:00+00:00,2014-09-30 00:00:00+00:00
33,521896,42286,2014-09-30 00:00:00+00:00,2014-10-31 00:00:00+00:00
34,500520,41707,2014-10-31 00:00:00+00:00,2014-11-30 00:00:00+00:00
35,530736,44303,2014-11-30 00:00:00+00:00,2014-12-31 00:00:00+00:00
36,605682,49347,2014-12-31 00:00:00+00:00,2015-01-31 00:00:00+00:00
37,543787,45030,2015-01-31 00:00:00+00:00,2015-02-28 00:00:00+00:00
38,597638,50159,2015-02-28 00:00:00+00:00,2015-03-31 00:00:00+00:00
39,605390,51222,2015-03-31 00:00:00+00:00,2015-04-30 00:00:00+00:00
40,612433,50359,2015-04-30 00:00:00+00:00,2015-05-31 00:00:00+00:00
41,606485,51247,2015-05-31 00:00:00+00:00,2015-06-30 00:00:00+00:00
42,656230,55319,2015-06-30 00:00:00+00:00,2015-07-31 00:00:00+00:00
43,644028,53272,2015-07-31 00:00:00+00:00,2015-08-31 00:00:00+00:00
44,613930,43096,2015-08-31 00:00:00+00:00,2015-09-30 00:00:00+00:00
