,countincomments,countinposts,firstday,lastday
24,41650,5253,2013-12-31 00:00:00+00:00,2014-01-31 00:00:00+00:00
25,37333,4876,2014-01-31 00:00:00+00:00,2014-02-28 00:00:00+00:00
26,42679,5140,2014-02-28 00:00:00+00:00,2014-03-31 00:00:00+00:00
27,41598,4998,2014-03-31 00:00:00+00:00,2014-04-30 00:00:00+00:00
28,42329,5159,2014-04-30 00:00:00+00:00,2014-05-31 00:00:00+00:00
29,40235,4944,2014-05-31 00:00:00+00:00,2014-06-30 00:00:00+00:00
30,45721,5719,2014-06-30 00:00:00+00:00,2014-07-31 00:00:00+00:00
31,45476,5720,2014-07-31 00:00:00+00:00,2014-08-31 00:00:00+00:00
32,41278,5425,2014-08-31 00:00:00+00:00,2014-09-30 00:00:00+00:00
33,46250,6069,2014-09-30 00:00:00+00:00,2014-10-31 00:00:00+00:00
34,43007,5882,2014-10-31 00:00:00+00:00,2014-11-30 00:00:00+00:00
35,45841,5942,2014-11-30 00:00:00+00:00,2014-12-31 00:00:00+00:00
36,52807,7458,2014-12-31 00:00:00+00:00,2015-01-31 00:00:00+00:00
37,48071,6617,2015-01-31 00:00:00+00:00,2015-02-28 00:00:00+00:00
38,53546,7430,2015-02-28 00:00:00+00:00,2015-03-31 00:00:00+00:00
39,53584,7482,2015-03-31 00:00:00+00:00,2015-04-30 00:00:00+00:00
40,56122,7601,2015-04-30 00:00:00+00:00,2015-05-31 00:00:00+00:00
41,55687,7874,2015-05-31 00:00:00+00:00,2015-06-30 00:00:00+00:00
42,60909,8724,2015-06-30 00:00:00+00:00,2015-07-31 00:00:00+00:00
43,59967,8103,2015-07-31 00:00:00+00:00,2015-08-31 00:00:00+00:00
44,58319,7328,2015-08-31 00:00:00+00:00,2015-09-30 00:00:00+00:00
45,61985,7572,2015-09-30 00:00:00+00:00,2015-10-31 00:00:00+00:00
46,57446,7657,2015-10-31 00:00:00+00:00,2015-11-30 00:00:00+00:00
47,59717,7437,2015-11-30 00:00:00+00:00,2015-12-31 00:00:00+00:00
48,63684,8044,2015-12-31 00:00:00+00:00,2016-01-31 00:00:00+00:00
49,65297,8294,2016-01-31 00:00:00+00:00,2016-02-29 00:00:00+00:00
50,67117,8381,2016-02-29 00:00:00+00:00,2016-03-31 00:00:00+00:00
51,68266,8899,2016-03-31 00:00:00+00:00,2016-04-30 00:00:00+00:00
52,69143,8937,2016-04-30 00:00:00+00:00,2016-05-31 00:00:00+00:00
53,71175,9075,2016-05-31 00:00:00+00:00,2016-06-30 00:00:00+00:00
54,68002,9395,2016-06-30 00:00:00+00:00,2016-07-31 00:00:00+00:00
55,73058,10779,2016-07-31 00:00:00+00:00,2016-08-31 00:00:00+00:00
56,68755,9536,2016-08-31 00:00:00+00:00,2016-09-30 00:00:00+00:00
57,70956,9506,2016-09-30 00:00:00+00:00,2016-10-31 00:00:00+00:00
58,72447,9781,2016-10-31 00:00:00+00:00,2016-11-30 00:00:00+00:00
59,77014,10199,2016-11-30 00:00:00+00:00,2016-12-31 00:00:00+00:00
60,79900,10480,2016-12-31 00:00:00+00:00,2017-01-31 00:00:00+00:00
61,72409,9557,2017-01-31 00:00:00+00:00,2017-02-28 00:00:00+00:00
62,83752,10790,2017-02-28 00:00:00+00:00,2017-03-31 00:00:00+00:00
63,80188,10270,2017-03-31 00:00:00+00:00,2017-04-30 00:00:00+00:00
64,83441,10535,2017-04-30 00:00:00+00:00,2017-05-31 00:00:00+00:00
65,84367,10619,2017-05-31 00:00:00+00:00,2017-06-30 00:00:00+00:00
66,89109,11574,2017-06-30 00:00:00+00:00,2017-07-31 00:00:00+00:00
67,94886,12427,2017-07-31 00:00:00+00:00,2017-08-31 00:00:00+00:00
68,86716,11755,2017-08-31 00:00:00+00:00,2017-09-30 00:00:00+00:00
69,84722,11782,2017-09-30 00:00:00+00:00,2017-10-31 00:00:00+00:00
70,84412,12581,2017-10-31 00:00:00+00:00,2017-11-30 00:00:00+00:00
71,90134,13198,2017-11-30 00:00:00+00:00,2017-12-31 00:00:00+00:00
72,97384,14360,2017-12-31 00:00:00+00:00,2018-01-31 00:00:00+00:00
73,90638,13460,2018-01-31 00:00:00+00:00,2018-02-28 00:00:00+00:00
74,99322,14733,2018-02-28 00:00:00+00:00,2018-03-31 00:00:00+00:00
75,97673,14136,2018-03-31 00:00:00+00:00,2018-04-30 00:00:00+00:00
76,102848,15405,2018-04-30 00:00:00+00:00,2018-05-31 00:00:00+00:00
77,101141,15486,2018-05-31 00:00:00+00:00,2018-06-30 00:00:00+00:00
78,119784,19543,2018-06-30 00:00:00+00:00,2018-07-31 00:00:00+00:00
79,105788,17232,2018-07-31 00:00:00+00:00,2018-08-31 00:00:00+00:00
80,98650,15772,2018-08-31 00:00:00+00:00,2018-09-30 00:00:00+00:00
81,103096,16481,2018-09-30 00:00:00+00:00,2018-10-31 00:00:00+00:00
82,103400,16781,2018-10-31 00:00:00+00:00,2018-11-30 00:00:00+00:00
83,107582,17211,2018-11-30 00:00:00+00:00,2018-12-31 00:00:00+00:00
84,121112,18711,2018-12-31 00:00:00+00:00,2019-01-31 00:00:00+00:00
85,112492,17771,2019-01-31 00:00:00+00:00,2019-02-28 00:00:00+00:00
86,126197,20918,2019-02-28 00:00:00+00:00,2019-03-31 00:00:00+00:00
87,130262,21159,2019-03-31 00:00:00+00:00,2019-04-30 00:00:00+00:00
88,143409,22518,2019-04-30 00:00:00+00:00,2019-05-31 00:00:00+00:00
89,123580,20688,2019-05-31 00:00:00+00:00,2019-06-30 00:00:00+00:00
90,134490,22763,2019-06-30 00:00:00+00:00,2019-07-31 00:00:00+00:00
91,133015,22906,2019-07-31 00:00:00+00:00,2019-08-31 00:00:00+00:00
92,121427,21927,2019-08-31 00:00:00+00:00,2019-09-30 00:00:00+00:00
93,127873,22801,2019-09-30 00:00:00+00:00,2019-10-31 00:00:00+00:00
94,121667,22331,2019-10-31 00:00:00+00:00,2019-11-30 00:00:00+00:00
95,129915,22042,2019-11-30 00:00:00+00:00,2019-12-31 00:00:00+00:00
96,141512,22872,2019-12-31 00:00:00+00:00,2020-01-31 00:00:00+00:00
97,139955,25103,2020-01-31 00:00:00+00:00,2020-02-29 00:00:00+00:00
98,203347,36432,2020-02-29 00:00:00+00:00,2020-03-31 00:00:00+00:00
99,190296,32769,2020-03-31 00:00:00+00:00,2020-04-30 00:00:00+00:00
100,187427,32697,2020-04-30 00:00:00+00:00,2020-05-31 00:00:00+00:00
101,165882,27666,2020-05-31 00:00:00+00:00,2020-06-30 00:00:00+00:00
102,185318,30195,2020-06-30 00:00:00+00:00,2020-07-31 00:00:00+00:00
103,181103,35195,2020-07-31 00:00:00+00:00,2020-08-31 00:00:00+00:00
104,149258,27196,2020-08-31 00:00:00+00:00,2020-09-30 00:00:00+00:00
105,163988,28857,2020-09-30 00:00:00+00:00,2020-10-31 00:00:00+00:00
106,142699,24138,2020-10-31 00:00:00+00:00,2020-11-30 00:00:00+00:00
107,161549,26567,2020-11-30 00:00:00+00:00,2020-12-31 00:00:00+00:00
108,146762,27759,2020-12-31 00:00:00+00:00,2021-01-31 00:00:00+00:00
109,119914,22772,2021-01-31 00:00:00+00:00,2021-02-28 00:00:00+00:00
