,countincomments,countinposts,firstday,lastday
0,14958,1667,2012-01-01 00:00:00+00:00,2012-01-31 00:00:00+00:00
1,15987,1869,2012-01-31 00:00:00+00:00,2012-02-29 00:00:00+00:00
2,18667,2270,2012-02-29 00:00:00+00:00,2012-03-31 00:00:00+00:00
3,18288,2115,2012-03-31 00:00:00+00:00,2012-04-30 00:00:00+00:00
4,21683,2899,2012-04-30 00:00:00+00:00,2012-05-31 00:00:00+00:00
5,23223,2978,2012-05-31 00:00:00+00:00,2012-06-30 00:00:00+00:00
6,24144,2999,2012-06-30 00:00:00+00:00,2012-07-31 00:00:00+00:00
7,26191,2947,2012-07-31 00:00:00+00:00,2012-08-31 00:00:00+00:00
8,22694,2660,2012-08-31 00:00:00+00:00,2012-09-30 00:00:00+00:00
9,24982,2615,2012-09-30 00:00:00+00:00,2012-10-31 00:00:00+00:00
10,24583,2708,2012-10-31 00:00:00+00:00,2012-11-30 00:00:00+00:00
11,24787,2719,2012-11-30 00:00:00+00:00,2012-12-31 00:00:00+00:00
12,27470,2827,2012-12-31 00:00:00+00:00,2013-01-31 00:00:00+00:00
13,26068,2679,2013-01-31 00:00:00+00:00,2013-02-28 00:00:00+00:00
14,28855,3092,2013-02-28 00:00:00+00:00,2013-03-31 00:00:00+00:00
15,29764,3435,2013-03-31 00:00:00+00:00,2013-04-30 00:00:00+00:00
16,31441,3398,2013-04-30 00:00:00+00:00,2013-05-31 00:00:00+00:00
17,30848,3437,2013-05-31 00:00:00+00:00,2013-06-30 00:00:00+00:00
18,33428,3509,2013-06-30 00:00:00+00:00,2013-07-31 00:00:00+00:00
19,33344,3422,2013-07-31 00:00:00+00:00,2013-08-31 00:00:00+00:00
20,29512,3145,2013-08-31 00:00:00+00:00,2013-09-30 00:00:00+00:00
21,34180,3791,2013-09-30 00:00:00+00:00,2013-10-31 00:00:00+00:00
22,35248,3980,2013-10-31 00:00:00+00:00,2013-11-30 00:00:00+00:00
23,37074,4330,2013-11-30 00:00:00+00:00,2013-12-31 00:00:00+00:00
