,countincomments,countinposts,firstday,lastday
0,837117,81214,2012-01-01 00:00:00+00:00,2012-01-31 00:00:00+00:00
1,854295,84660,2012-01-31 00:00:00+00:00,2012-02-29 00:00:00+00:00
2,956446,91751,2012-02-29 00:00:00+00:00,2012-03-31 00:00:00+00:00
3,1001327,96501,2012-03-31 00:00:00+00:00,2012-04-30 00:00:00+00:00
4,1086155,103812,2012-04-30 00:00:00+00:00,2012-05-31 00:00:00+00:00
5,1169456,110905,2012-05-31 00:00:00+00:00,2012-06-30 00:00:00+00:00
6,1252644,119833,2012-06-30 00:00:00+00:00,2012-07-31 00:00:00+00:00
7,1346480,126632,2012-07-31 00:00:00+00:00,2012-08-31 00:00:00+00:00
8,1218843,116273,2012-08-31 00:00:00+00:00,2012-09-30 00:00:00+00:00
9,1274162,121075,2012-09-30 00:00:00+00:00,2012-10-31 00:00:00+00:00
10,1291687,123443,2012-10-31 00:00:00+00:00,2012-11-30 00:00:00+00:00
11,1360842,124815,2012-11-30 00:00:00+00:00,2012-12-31 00:00:00+00:00
12,1577005,140588,2012-12-31 00:00:00+00:00,2013-01-31 00:00:00+00:00
13,1422191,130520,2013-01-31 00:00:00+00:00,2013-02-28 00:00:00+00:00
14,1602699,147767,2013-02-28 00:00:00+00:00,2013-03-31 00:00:00+00:00
15,1667906,153121,2013-03-31 00:00:00+00:00,2013-04-30 00:00:00+00:00
16,1729824,155417,2013-04-30 00:00:00+00:00,2013-05-31 00:00:00+00:00
17,1701307,153325,2013-05-31 00:00:00+00:00,2013-06-30 00:00:00+00:00
18,1819038,161843,2013-06-30 00:00:00+00:00,2013-07-31 00:00:00+00:00
19,1855829,164458,2013-07-31 00:00:00+00:00,2013-08-31 00:00:00+00:00
20,1665515,150036,2013-08-31 00:00:00+00:00,2013-09-30 00:00:00+00:00
21,1854451,164164,2013-09-30 00:00:00+00:00,2013-10-31 00:00:00+00:00
22,1893250,169677,2013-10-31 00:00:00+00:00,2013-11-30 00:00:00+00:00
23,1997545,184149,2013-11-30 00:00:00+00:00,2013-12-31 00:00:00+00:00
24,2193697,201458,2013-12-31 00:00:00+00:00,2014-01-31 00:00:00+00:00
25,2015319,191924,2014-01-31 00:00:00+00:00,2014-02-28 00:00:00+00:00
26,2206342,203401,2014-02-28 00:00:00+00:00,2014-03-31 00:00:00+00:00
27,2193542,201157,2014-03-31 00:00:00+00:00,2014-04-30 00:00:00+00:00
28,2254396,208860,2014-04-30 00:00:00+00:00,2014-05-31 00:00:00+00:00
29,2168259,201062,2014-05-31 00:00:00+00:00,2014-06-30 00:00:00+00:00
30,2428355,226298,2014-06-30 00:00:00+00:00,2014-07-31 00:00:00+00:00
31,2453980,228897,2014-07-31 00:00:00+00:00,2014-08-31 00:00:00+00:00
32,2332495,218617,2014-08-31 00:00:00+00:00,2014-09-30 00:00:00+00:00
33,2496373,235514,2014-09-30 00:00:00+00:00,2014-10-31 00:00:00+00:00
34,2422161,234523,2014-10-31 00:00:00+00:00,2014-11-30 00:00:00+00:00
35,2581902,249899,2014-11-30 00:00:00+00:00,2014-12-31 00:00:00+00:00
36,2880827,278235,2014-12-31 00:00:00+00:00,2015-01-31 00:00:00+00:00
37,2618305,252660,2015-01-31 00:00:00+00:00,2015-02-28 00:00:00+00:00
38,2903053,283044,2015-02-28 00:00:00+00:00,2015-03-31 00:00:00+00:00
39,2921555,282024,2015-03-31 00:00:00+00:00,2015-04-30 00:00:00+00:00
40,2948162,286532,2015-04-30 00:00:00+00:00,2015-05-31 00:00:00+00:00
41,2884389,296766,2015-05-31 00:00:00+00:00,2015-06-30 00:00:00+00:00
42,3167334,311115,2015-06-30 00:00:00+00:00,2015-07-31 00:00:00+00:00
43,3146118,306630,2015-07-31 00:00:00+00:00,2015-08-31 00:00:00+00:00
