,countincomments,countinposts,firstday,lastday
44,2986107,247207,2015-08-31 00:00:00+00:00,2015-09-30 00:00:00+00:00
45,3233027,263050,2015-09-30 00:00:00+00:00,2015-10-31 00:00:00+00:00
46,3032795,262380,2015-10-31 00:00:00+00:00,2015-11-30 00:00:00+00:00
47,3170022,276552,2015-11-30 00:00:00+00:00,2015-12-31 00:00:00+00:00
48,3368242,290608,2015-12-31 00:00:00+00:00,2016-01-31 00:00:00+00:00
49,3171778,271966,2016-01-31 00:00:00+00:00,2016-02-29 00:00:00+00:00
50,3420946,293002,2016-02-29 00:00:00+00:00,2016-03-31 00:00:00+00:00
51,3452058,297314,2016-03-31 00:00:00+00:00,2016-04-30 00:00:00+00:00
52,3454386,300875,2016-04-30 00:00:00+00:00,2016-05-31 00:00:00+00:00
53,3486010,298207,2016-05-31 00:00:00+00:00,2016-06-30 00:00:00+00:00
54,3519175,310459,2016-06-30 00:00:00+00:00,2016-07-31 00:00:00+00:00
55,3689603,328559,2016-07-31 00:00:00+00:00,2016-08-31 00:00:00+00:00
56,3550769,312230,2016-08-31 00:00:00+00:00,2016-09-30 00:00:00+00:00
57,3671885,327035,2016-09-30 00:00:00+00:00,2016-10-31 00:00:00+00:00
58,3629265,326478,2016-10-31 00:00:00+00:00,2016-11-30 00:00:00+00:00
59,3861189,346591,2016-11-30 00:00:00+00:00,2016-12-31 00:00:00+00:00
60,4140554,361639,2016-12-31 00:00:00+00:00,2017-01-31 00:00:00+00:00
61,3711600,329642,2017-01-31 00:00:00+00:00,2017-02-28 00:00:00+00:00
62,4244821,362435,2017-02-28 00:00:00+00:00,2017-03-31 00:00:00+00:00
63,4053780,351802,2017-03-31 00:00:00+00:00,2017-04-30 00:00:00+00:00
64,4134678,355160,2017-04-30 00:00:00+00:00,2017-05-31 00:00:00+00:00
65,4180100,360800,2017-05-31 00:00:00+00:00,2017-06-30 00:00:00+00:00
66,4334059,377035,2017-06-30 00:00:00+00:00,2017-07-31 00:00:00+00:00
67,4479115,409750,2017-07-31 00:00:00+00:00,2017-08-31 00:00:00+00:00
68,4342137,391679,2017-08-31 00:00:00+00:00,2017-09-30 00:00:00+00:00
69,4557182,405571,2017-09-30 00:00:00+00:00,2017-10-31 00:00:00+00:00
70,4565253,442176,2017-10-31 00:00:00+00:00,2017-11-30 00:00:00+00:00
71,4529322,430341,2017-11-30 00:00:00+00:00,2017-12-31 00:00:00+00:00
72,4850264,448877,2017-12-31 00:00:00+00:00,2018-01-31 00:00:00+00:00
73,4621730,413409,2018-01-31 00:00:00+00:00,2018-02-28 00:00:00+00:00
74,5115590,514526,2018-02-28 00:00:00+00:00,2018-03-31 00:00:00+00:00
75,5095375,479628,2018-03-31 00:00:00+00:00,2018-04-30 00:00:00+00:00
76,5226991,526848,2018-04-30 00:00:00+00:00,2018-05-31 00:00:00+00:00
77,5164218,526047,2018-05-31 00:00:00+00:00,2018-06-30 00:00:00+00:00
78,5395269,573827,2018-06-30 00:00:00+00:00,2018-07-31 00:00:00+00:00
79,5466747,618832,2018-07-31 00:00:00+00:00,2018-08-31 00:00:00+00:00
80,5208844,550196,2018-08-31 00:00:00+00:00,2018-09-30 00:00:00+00:00
81,5552399,590219,2018-09-30 00:00:00+00:00,2018-10-31 00:00:00+00:00
82,5501553,596754,2018-10-31 00:00:00+00:00,2018-11-30 00:00:00+00:00
83,5768119,641473,2018-11-30 00:00:00+00:00,2018-12-31 00:00:00+00:00
84,6510946,690798,2018-12-31 00:00:00+00:00,2019-01-31 00:00:00+00:00
85,6011180,664198,2019-01-31 00:00:00+00:00,2019-02-28 00:00:00+00:00
86,6742364,759464,2019-02-28 00:00:00+00:00,2019-03-31 00:00:00+00:00
87,6484411,743009,2019-03-31 00:00:00+00:00,2019-04-30 00:00:00+00:00
88,6736685,920994,2019-04-30 00:00:00+00:00,2019-05-31 00:00:00+00:00
89,6663112,773388,2019-05-31 00:00:00+00:00,2019-06-30 00:00:00+00:00
90,7252320,848804,2019-06-30 00:00:00+00:00,2019-07-31 00:00:00+00:00
91,7257728,863111,2019-07-31 00:00:00+00:00,2019-08-31 00:00:00+00:00
92,6661850,807254,2019-08-31 00:00:00+00:00,2019-09-30 00:00:00+00:00
93,7054269,858274,2019-09-30 00:00:00+00:00,2019-10-31 00:00:00+00:00
94,6803305,843063,2019-10-31 00:00:00+00:00,2019-11-30 00:00:00+00:00
95,7127994,873419,2019-11-30 00:00:00+00:00,2019-12-31 00:00:00+00:00
96,7755745,907115,2019-12-31 00:00:00+00:00,2020-01-31 00:00:00+00:00
97,7228594,907523,2020-01-31 00:00:00+00:00,2020-02-29 00:00:00+00:00
98,7621941,1019556,2020-02-29 00:00:00+00:00,2020-03-31 00:00:00+00:00
99,8406564,1064427,2020-03-31 00:00:00+00:00,2020-04-30 00:00:00+00:00
100,9223548,1187615,2020-04-30 00:00:00+00:00,2020-05-31 00:00:00+00:00
101,8927791,1079385,2020-05-31 00:00:00+00:00,2020-06-30 00:00:00+00:00
102,9310031,1129209,2020-06-30 00:00:00+00:00,2020-07-31 00:00:00+00:00
103,9366647,1168601,2020-07-31 00:00:00+00:00,2020-08-31 00:00:00+00:00
104,8092559,1066092,2020-08-31 00:00:00+00:00,2020-09-30 00:00:00+00:00
105,8675405,1074328,2020-09-30 00:00:00+00:00,2020-10-31 00:00:00+00:00
106,8029861,1022379,2020-10-31 00:00:00+00:00,2020-11-30 00:00:00+00:00
107,8752665,1105307,2020-11-30 00:00:00+00:00,2020-12-31 00:00:00+00:00
108,8300729,1174068,2020-12-31 00:00:00+00:00,2021-01-31 00:00:00+00:00
109,6613959,911786,2021-01-31 00:00:00+00:00,2021-02-28 00:00:00+00:00
