,countincomments,countinposts,firstday,lastday
0,9353,2350,2012-01-01 00:00:00+00:00,2012-01-31 00:00:00+00:00
1,10688,2590,2012-01-31 00:00:00+00:00,2012-02-29 00:00:00+00:00
2,11693,3014,2012-02-29 00:00:00+00:00,2012-03-31 00:00:00+00:00
3,12672,3079,2012-03-31 00:00:00+00:00,2012-04-30 00:00:00+00:00
4,13287,3328,2012-04-30 00:00:00+00:00,2012-05-31 00:00:00+00:00
5,13883,3596,2012-05-31 00:00:00+00:00,2012-06-30 00:00:00+00:00
6,15271,3829,2012-06-30 00:00:00+00:00,2012-07-31 00:00:00+00:00
7,17021,4313,2012-07-31 00:00:00+00:00,2012-08-31 00:00:00+00:00
8,16890,4121,2012-08-31 00:00:00+00:00,2012-09-30 00:00:00+00:00
9,16961,4439,2012-09-30 00:00:00+00:00,2012-10-31 00:00:00+00:00
10,17604,4417,2012-10-31 00:00:00+00:00,2012-11-30 00:00:00+00:00
11,18751,4483,2012-11-30 00:00:00+00:00,2012-12-31 00:00:00+00:00
12,22469,5519,2012-12-31 00:00:00+00:00,2013-01-31 00:00:00+00:00
13,19620,5132,2013-01-31 00:00:00+00:00,2013-02-28 00:00:00+00:00
14,22358,5738,2013-02-28 00:00:00+00:00,2013-03-31 00:00:00+00:00
15,23047,6070,2013-03-31 00:00:00+00:00,2013-04-30 00:00:00+00:00
16,24615,6504,2013-04-30 00:00:00+00:00,2013-05-31 00:00:00+00:00
17,23352,6140,2013-05-31 00:00:00+00:00,2013-06-30 00:00:00+00:00
18,26955,6848,2013-06-30 00:00:00+00:00,2013-07-31 00:00:00+00:00
19,27029,7064,2013-07-31 00:00:00+00:00,2013-08-31 00:00:00+00:00
20,24235,6369,2013-08-31 00:00:00+00:00,2013-09-30 00:00:00+00:00
21,28038,7181,2013-09-30 00:00:00+00:00,2013-10-31 00:00:00+00:00
22,26764,7187,2013-10-31 00:00:00+00:00,2013-11-30 00:00:00+00:00
23,28817,7691,2013-11-30 00:00:00+00:00,2013-12-31 00:00:00+00:00
24,34158,9014,2013-12-31 00:00:00+00:00,2014-01-31 00:00:00+00:00
25,32388,8876,2014-01-31 00:00:00+00:00,2014-02-28 00:00:00+00:00
26,34339,9157,2014-02-28 00:00:00+00:00,2014-03-31 00:00:00+00:00
27,35088,9389,2014-03-31 00:00:00+00:00,2014-04-30 00:00:00+00:00
28,34537,9658,2014-04-30 00:00:00+00:00,2014-05-31 00:00:00+00:00
29,33605,9227,2014-05-31 00:00:00+00:00,2014-06-30 00:00:00+00:00
30,36482,10404,2014-06-30 00:00:00+00:00,2014-07-31 00:00:00+00:00
31,37894,11044,2014-07-31 00:00:00+00:00,2014-08-31 00:00:00+00:00
32,37260,10724,2014-08-31 00:00:00+00:00,2014-09-30 00:00:00+00:00
33,38687,11173,2014-09-30 00:00:00+00:00,2014-10-31 00:00:00+00:00
34,35787,10674,2014-10-31 00:00:00+00:00,2014-11-30 00:00:00+00:00
35,38211,11239,2014-11-30 00:00:00+00:00,2014-12-31 00:00:00+00:00
36,46314,13454,2014-12-31 00:00:00+00:00,2015-01-31 00:00:00+00:00
37,43214,12236,2015-01-31 00:00:00+00:00,2015-02-28 00:00:00+00:00
38,46286,13741,2015-02-28 00:00:00+00:00,2015-03-31 00:00:00+00:00
39,44925,13125,2015-03-31 00:00:00+00:00,2015-04-30 00:00:00+00:00
40,48266,14534,2015-04-30 00:00:00+00:00,2015-05-31 00:00:00+00:00
41,44036,22581,2015-05-31 00:00:00+00:00,2015-06-30 00:00:00+00:00
42,50102,14702,2015-06-30 00:00:00+00:00,2015-07-31 00:00:00+00:00
43,49521,14539,2015-07-31 00:00:00+00:00,2015-08-31 00:00:00+00:00
44,50347,12258,2015-08-31 00:00:00+00:00,2015-09-30 00:00:00+00:00
45,54051,13333,2015-09-30 00:00:00+00:00,2015-10-31 00:00:00+00:00
46,50726,12626,2015-10-31 00:00:00+00:00,2015-11-30 00:00:00+00:00
47,54978,13477,2015-11-30 00:00:00+00:00,2015-12-31 00:00:00+00:00
48,58130,14429,2015-12-31 00:00:00+00:00,2016-01-31 00:00:00+00:00
49,54347,13329,2016-01-31 00:00:00+00:00,2016-02-29 00:00:00+00:00
50,58314,14379,2016-02-29 00:00:00+00:00,2016-03-31 00:00:00+00:00
51,58491,14820,2016-03-31 00:00:00+00:00,2016-04-30 00:00:00+00:00
52,60440,15555,2016-04-30 00:00:00+00:00,2016-05-31 00:00:00+00:00
53,60014,14990,2016-05-31 00:00:00+00:00,2016-06-30 00:00:00+00:00
54,62893,15981,2016-06-30 00:00:00+00:00,2016-07-31 00:00:00+00:00
55,69837,17938,2016-07-31 00:00:00+00:00,2016-08-31 00:00:00+00:00
56,68886,17790,2016-08-31 00:00:00+00:00,2016-09-30 00:00:00+00:00
57,70872,17938,2016-09-30 00:00:00+00:00,2016-10-31 00:00:00+00:00
58,71504,17352,2016-10-31 00:00:00+00:00,2016-11-30 00:00:00+00:00
59,75922,18916,2016-11-30 00:00:00+00:00,2016-12-31 00:00:00+00:00
60,83098,19935,2016-12-31 00:00:00+00:00,2017-01-31 00:00:00+00:00
61,72180,18045,2017-01-31 00:00:00+00:00,2017-02-28 00:00:00+00:00
62,83813,20180,2017-02-28 00:00:00+00:00,2017-03-31 00:00:00+00:00
63,79423,19917,2017-03-31 00:00:00+00:00,2017-04-30 00:00:00+00:00
64,82801,20520,2017-04-30 00:00:00+00:00,2017-05-31 00:00:00+00:00
65,81417,19870,2017-05-31 00:00:00+00:00,2017-06-30 00:00:00+00:00
66,85752,21762,2017-06-30 00:00:00+00:00,2017-07-31 00:00:00+00:00
67,89560,24289,2017-07-31 00:00:00+00:00,2017-08-31 00:00:00+00:00
68,85756,24428,2017-08-31 00:00:00+00:00,2017-09-30 00:00:00+00:00
69,93990,25881,2017-09-30 00:00:00+00:00,2017-10-31 00:00:00+00:00
70,96097,27102,2017-10-31 00:00:00+00:00,2017-11-30 00:00:00+00:00
71,98916,27002,2017-11-30 00:00:00+00:00,2017-12-31 00:00:00+00:00
72,103862,30278,2017-12-31 00:00:00+00:00,2018-01-31 00:00:00+00:00
73,101511,28539,2018-01-31 00:00:00+00:00,2018-02-28 00:00:00+00:00
74,111895,45981,2018-02-28 00:00:00+00:00,2018-03-31 00:00:00+00:00
75,116232,35042,2018-03-31 00:00:00+00:00,2018-04-30 00:00:00+00:00
76,116396,37033,2018-04-30 00:00:00+00:00,2018-05-31 00:00:00+00:00
77,120533,38409,2018-05-31 00:00:00+00:00,2018-06-30 00:00:00+00:00
78,124630,41791,2018-06-30 00:00:00+00:00,2018-07-31 00:00:00+00:00
79,135808,46367,2018-07-31 00:00:00+00:00,2018-08-31 00:00:00+00:00
80,125341,42161,2018-08-31 00:00:00+00:00,2018-09-30 00:00:00+00:00
81,137838,46726,2018-09-30 00:00:00+00:00,2018-10-31 00:00:00+00:00
82,136794,46324,2018-10-31 00:00:00+00:00,2018-11-30 00:00:00+00:00
83,143500,48189,2018-11-30 00:00:00+00:00,2018-12-31 00:00:00+00:00
84,169831,55479,2018-12-31 00:00:00+00:00,2019-01-31 00:00:00+00:00
85,155440,55472,2019-01-31 00:00:00+00:00,2019-02-28 00:00:00+00:00
86,174452,64382,2019-02-28 00:00:00+00:00,2019-03-31 00:00:00+00:00
87,168123,60751,2019-03-31 00:00:00+00:00,2019-04-30 00:00:00+00:00
88,171979,61191,2019-04-30 00:00:00+00:00,2019-05-31 00:00:00+00:00
89,167396,61239,2019-05-31 00:00:00+00:00,2019-06-30 00:00:00+00:00
90,184297,67725,2019-06-30 00:00:00+00:00,2019-07-31 00:00:00+00:00
91,189662,71943,2019-07-31 00:00:00+00:00,2019-08-31 00:00:00+00:00
92,180704,68411,2019-08-31 00:00:00+00:00,2019-09-30 00:00:00+00:00
93,189698,72541,2019-09-30 00:00:00+00:00,2019-10-31 00:00:00+00:00
94,183007,70389,2019-10-31 00:00:00+00:00,2019-11-30 00:00:00+00:00
95,189899,71016,2019-11-30 00:00:00+00:00,2019-12-31 00:00:00+00:00
96,212966,77598,2019-12-31 00:00:00+00:00,2020-01-31 00:00:00+00:00
97,207137,76837,2020-01-31 00:00:00+00:00,2020-02-29 00:00:00+00:00
98,225224,81089,2020-02-29 00:00:00+00:00,2020-03-31 00:00:00+00:00
99,217503,76828,2020-03-31 00:00:00+00:00,2020-04-30 00:00:00+00:00
100,235663,86805,2020-04-30 00:00:00+00:00,2020-05-31 00:00:00+00:00
101,229167,81852,2020-05-31 00:00:00+00:00,2020-06-30 00:00:00+00:00
102,250889,87784,2020-06-30 00:00:00+00:00,2020-07-31 00:00:00+00:00
103,253768,90938,2020-07-31 00:00:00+00:00,2020-08-31 00:00:00+00:00
104,221473,83722,2020-08-31 00:00:00+00:00,2020-09-30 00:00:00+00:00
105,232643,83532,2020-09-30 00:00:00+00:00,2020-10-31 00:00:00+00:00
106,219199,78325,2020-10-31 00:00:00+00:00,2020-11-30 00:00:00+00:00
107,235325,83198,2020-11-30 00:00:00+00:00,2020-12-31 00:00:00+00:00
108,221073,88791,2020-12-31 00:00:00+00:00,2021-01-31 00:00:00+00:00
109,175614,67289,2021-01-31 00:00:00+00:00,2021-02-28 00:00:00+00:00
