,countincomments,countinposts,firstday,lastday
0,128411,10764,2012-01-01 00:00:00+00:00,2012-01-31 00:00:00+00:00
1,132303,11088,2012-01-31 00:00:00+00:00,2012-02-29 00:00:00+00:00
2,151479,12495,2012-02-29 00:00:00+00:00,2012-03-31 00:00:00+00:00
3,152630,12644,2012-03-31 00:00:00+00:00,2012-04-30 00:00:00+00:00
4,164411,13735,2012-04-30 00:00:00+00:00,2012-05-31 00:00:00+00:00
5,173418,14239,2012-05-31 00:00:00+00:00,2012-06-30 00:00:00+00:00
6,184215,15279,2012-06-30 00:00:00+00:00,2012-07-31 00:00:00+00:00
7,199285,15890,2012-07-31 00:00:00+00:00,2012-08-31 00:00:00+00:00
8,182433,14852,2012-08-31 00:00:00+00:00,2012-09-30 00:00:00+00:00
9,189739,15036,2012-09-30 00:00:00+00:00,2012-10-31 00:00:00+00:00
10,189479,15524,2012-10-31 00:00:00+00:00,2012-11-30 00:00:00+00:00
11,196844,16002,2012-11-30 00:00:00+00:00,2012-12-31 00:00:00+00:00
12,221299,17422,2012-12-31 00:00:00+00:00,2013-01-31 00:00:00+00:00
13,199080,16115,2013-01-31 00:00:00+00:00,2013-02-28 00:00:00+00:00
14,225196,18767,2013-02-28 00:00:00+00:00,2013-03-31 00:00:00+00:00
15,236690,19391,2013-03-31 00:00:00+00:00,2013-04-30 00:00:00+00:00
16,247117,19419,2013-04-30 00:00:00+00:00,2013-05-31 00:00:00+00:00
17,245222,19845,2013-05-31 00:00:00+00:00,2013-06-30 00:00:00+00:00
18,255691,20414,2013-06-30 00:00:00+00:00,2013-07-31 00:00:00+00:00
19,260969,20804,2013-07-31 00:00:00+00:00,2013-08-31 00:00:00+00:00
20,238239,19562,2013-08-31 00:00:00+00:00,2013-09-30 00:00:00+00:00
21,259820,21571,2013-09-30 00:00:00+00:00,2013-10-31 00:00:00+00:00
22,262552,22343,2013-10-31 00:00:00+00:00,2013-11-30 00:00:00+00:00
23,274279,24035,2013-11-30 00:00:00+00:00,2013-12-31 00:00:00+00:00
24,298597,26494,2013-12-31 00:00:00+00:00,2014-01-31 00:00:00+00:00
25,280222,25927,2014-01-31 00:00:00+00:00,2014-02-28 00:00:00+00:00
26,307318,27629,2014-02-28 00:00:00+00:00,2014-03-31 00:00:00+00:00
27,305270,27213,2014-03-31 00:00:00+00:00,2014-04-30 00:00:00+00:00
28,317456,28018,2014-04-30 00:00:00+00:00,2014-05-31 00:00:00+00:00
29,304593,27078,2014-05-31 00:00:00+00:00,2014-06-30 00:00:00+00:00
30,335796,30895,2014-06-30 00:00:00+00:00,2014-07-31 00:00:00+00:00
31,338159,31109,2014-07-31 00:00:00+00:00,2014-08-31 00:00:00+00:00
32,322061,30319,2014-08-31 00:00:00+00:00,2014-09-30 00:00:00+00:00
33,341172,34166,2014-09-30 00:00:00+00:00,2014-10-31 00:00:00+00:00
34,331531,33519,2014-10-31 00:00:00+00:00,2014-11-30 00:00:00+00:00
35,351363,35936,2014-11-30 00:00:00+00:00,2014-12-31 00:00:00+00:00
36,388773,39719,2014-12-31 00:00:00+00:00,2015-01-31 00:00:00+00:00
37,358687,36204,2015-01-31 00:00:00+00:00,2015-02-28 00:00:00+00:00
38,394927,39534,2015-02-28 00:00:00+00:00,2015-03-31 00:00:00+00:00
39,401333,40856,2015-03-31 00:00:00+00:00,2015-04-30 00:00:00+00:00
40,407870,39997,2015-04-30 00:00:00+00:00,2015-05-31 00:00:00+00:00
41,399715,40453,2015-05-31 00:00:00+00:00,2015-06-30 00:00:00+00:00
42,431221,44436,2015-06-30 00:00:00+00:00,2015-07-31 00:00:00+00:00
43,438200,44799,2015-07-31 00:00:00+00:00,2015-08-31 00:00:00+00:00
44,413327,34645,2015-08-31 00:00:00+00:00,2015-09-30 00:00:00+00:00
45,443966,37361,2015-09-30 00:00:00+00:00,2015-10-31 00:00:00+00:00
46,421633,38145,2015-10-31 00:00:00+00:00,2015-11-30 00:00:00+00:00
47,444657,39398,2015-11-30 00:00:00+00:00,2015-12-31 00:00:00+00:00
48,469008,40758,2015-12-31 00:00:00+00:00,2016-01-31 00:00:00+00:00
49,454867,40451,2016-01-31 00:00:00+00:00,2016-02-29 00:00:00+00:00
50,493904,42043,2016-02-29 00:00:00+00:00,2016-03-31 00:00:00+00:00
