,countincomments,countinposts,firstday,lastday
0,14224,2097,2012-01-01 00:00:00+00:00,2012-01-31 00:00:00+00:00
1,15680,2476,2012-01-31 00:00:00+00:00,2012-02-29 00:00:00+00:00
2,17634,2916,2012-02-29 00:00:00+00:00,2012-03-31 00:00:00+00:00
3,20176,3116,2012-03-31 00:00:00+00:00,2012-04-30 00:00:00+00:00
4,21645,3682,2012-04-30 00:00:00+00:00,2012-05-31 00:00:00+00:00
5,21706,3389,2012-05-31 00:00:00+00:00,2012-06-30 00:00:00+00:00
6,22637,3461,2012-06-30 00:00:00+00:00,2012-07-31 00:00:00+00:00
7,29742,5021,2012-07-31 00:00:00+00:00,2012-08-31 00:00:00+00:00
8,22519,3705,2012-08-31 00:00:00+00:00,2012-09-30 00:00:00+00:00
9,23674,3784,2012-09-30 00:00:00+00:00,2012-10-31 00:00:00+00:00
10,23717,3892,2012-10-31 00:00:00+00:00,2012-11-30 00:00:00+00:00
11,25935,4148,2012-11-30 00:00:00+00:00,2012-12-31 00:00:00+00:00
12,29141,4418,2012-12-31 00:00:00+00:00,2013-01-31 00:00:00+00:00
13,26384,4120,2013-01-31 00:00:00+00:00,2013-02-28 00:00:00+00:00
14,31048,5029,2013-02-28 00:00:00+00:00,2013-03-31 00:00:00+00:00
15,31568,5274,2013-03-31 00:00:00+00:00,2013-04-30 00:00:00+00:00
16,33082,5207,2013-04-30 00:00:00+00:00,2013-05-31 00:00:00+00:00
17,30705,5169,2013-05-31 00:00:00+00:00,2013-06-30 00:00:00+00:00
18,33567,5110,2013-06-30 00:00:00+00:00,2013-07-31 00:00:00+00:00
19,36387,5429,2013-07-31 00:00:00+00:00,2013-08-31 00:00:00+00:00
20,31252,5167,2013-08-31 00:00:00+00:00,2013-09-30 00:00:00+00:00
21,35363,5796,2013-09-30 00:00:00+00:00,2013-10-31 00:00:00+00:00
22,36351,5952,2013-10-31 00:00:00+00:00,2013-11-30 00:00:00+00:00
23,38488,6700,2013-11-30 00:00:00+00:00,2013-12-31 00:00:00+00:00
24,40174,6608,2013-12-31 00:00:00+00:00,2014-01-31 00:00:00+00:00
25,39868,6776,2014-01-31 00:00:00+00:00,2014-02-28 00:00:00+00:00
26,42920,7268,2014-02-28 00:00:00+00:00,2014-03-31 00:00:00+00:00
27,41145,7157,2014-03-31 00:00:00+00:00,2014-04-30 00:00:00+00:00
28,43397,7572,2014-04-30 00:00:00+00:00,2014-05-31 00:00:00+00:00
29,39920,6856,2014-05-31 00:00:00+00:00,2014-06-30 00:00:00+00:00
30,45172,7933,2014-06-30 00:00:00+00:00,2014-07-31 00:00:00+00:00
31,46261,8185,2014-07-31 00:00:00+00:00,2014-08-31 00:00:00+00:00
32,43160,7945,2014-08-31 00:00:00+00:00,2014-09-30 00:00:00+00:00
33,47208,8830,2014-09-30 00:00:00+00:00,2014-10-31 00:00:00+00:00
34,44492,8320,2014-10-31 00:00:00+00:00,2014-11-30 00:00:00+00:00
35,49178,9204,2014-11-30 00:00:00+00:00,2014-12-31 00:00:00+00:00
36,53056,9866,2014-12-31 00:00:00+00:00,2015-01-31 00:00:00+00:00
37,50850,9223,2015-01-31 00:00:00+00:00,2015-02-28 00:00:00+00:00
38,54687,10286,2015-02-28 00:00:00+00:00,2015-03-31 00:00:00+00:00
39,55642,10412,2015-03-31 00:00:00+00:00,2015-04-30 00:00:00+00:00
40,56376,10786,2015-04-30 00:00:00+00:00,2015-05-31 00:00:00+00:00
41,52566,11965,2015-05-31 00:00:00+00:00,2015-06-30 00:00:00+00:00
42,56622,10423,2015-06-30 00:00:00+00:00,2015-07-31 00:00:00+00:00
43,57497,10342,2015-07-31 00:00:00+00:00,2015-08-31 00:00:00+00:00
44,55492,8852,2015-08-31 00:00:00+00:00,2015-09-30 00:00:00+00:00
45,61158,9858,2015-09-30 00:00:00+00:00,2015-10-31 00:00:00+00:00
