,countincomments,countinposts,firstday,lastday
46,58271,9537,2015-10-31 00:00:00+00:00,2015-11-30 00:00:00+00:00
47,60302,9836,2015-11-30 00:00:00+00:00,2015-12-31 00:00:00+00:00
48,64265,10286,2015-12-31 00:00:00+00:00,2016-01-31 00:00:00+00:00
49,62093,9868,2016-01-31 00:00:00+00:00,2016-02-29 00:00:00+00:00
50,64765,10587,2016-02-29 00:00:00+00:00,2016-03-31 00:00:00+00:00
51,66509,10788,2016-03-31 00:00:00+00:00,2016-04-30 00:00:00+00:00
52,64898,10775,2016-04-30 00:00:00+00:00,2016-05-31 00:00:00+00:00
53,62156,9954,2016-05-31 00:00:00+00:00,2016-06-30 00:00:00+00:00
54,64125,10452,2016-06-30 00:00:00+00:00,2016-07-31 00:00:00+00:00
55,70265,11279,2016-07-31 00:00:00+00:00,2016-08-31 00:00:00+00:00
56,66296,11091,2016-08-31 00:00:00+00:00,2016-09-30 00:00:00+00:00
57,69378,11889,2016-09-30 00:00:00+00:00,2016-10-31 00:00:00+00:00
58,67798,11682,2016-10-31 00:00:00+00:00,2016-11-30 00:00:00+00:00
59,73277,12416,2016-11-30 00:00:00+00:00,2016-12-31 00:00:00+00:00
60,78035,12472,2016-12-31 00:00:00+00:00,2017-01-31 00:00:00+00:00
61,69935,11527,2017-01-31 00:00:00+00:00,2017-02-28 00:00:00+00:00
62,82434,13072,2017-02-28 00:00:00+00:00,2017-03-31 00:00:00+00:00
63,76930,12563,2017-03-31 00:00:00+00:00,2017-04-30 00:00:00+00:00
64,80337,13470,2017-04-30 00:00:00+00:00,2017-05-31 00:00:00+00:00
65,80623,13064,2017-05-31 00:00:00+00:00,2017-06-30 00:00:00+00:00
66,83005,13570,2017-06-30 00:00:00+00:00,2017-07-31 00:00:00+00:00
67,84194,15032,2017-07-31 00:00:00+00:00,2017-08-31 00:00:00+00:00
68,81719,14927,2017-08-31 00:00:00+00:00,2017-09-30 00:00:00+00:00
69,85652,15917,2017-09-30 00:00:00+00:00,2017-10-31 00:00:00+00:00
70,85160,16572,2017-10-31 00:00:00+00:00,2017-11-30 00:00:00+00:00
71,89256,16918,2017-11-30 00:00:00+00:00,2017-12-31 00:00:00+00:00
72,95474,17257,2017-12-31 00:00:00+00:00,2018-01-31 00:00:00+00:00
73,91596,16763,2018-01-31 00:00:00+00:00,2018-02-28 00:00:00+00:00
74,102105,27546,2018-02-28 00:00:00+00:00,2018-03-31 00:00:00+00:00
75,103791,20873,2018-03-31 00:00:00+00:00,2018-04-30 00:00:00+00:00
76,106168,22804,2018-04-30 00:00:00+00:00,2018-05-31 00:00:00+00:00
77,103564,22388,2018-05-31 00:00:00+00:00,2018-06-30 00:00:00+00:00
78,107336,24078,2018-06-30 00:00:00+00:00,2018-07-31 00:00:00+00:00
79,112168,25978,2018-07-31 00:00:00+00:00,2018-08-31 00:00:00+00:00
80,106065,24918,2018-08-31 00:00:00+00:00,2018-09-30 00:00:00+00:00
81,115981,27260,2018-09-30 00:00:00+00:00,2018-10-31 00:00:00+00:00
82,112926,27582,2018-10-31 00:00:00+00:00,2018-11-30 00:00:00+00:00
83,126894,30239,2018-11-30 00:00:00+00:00,2018-12-31 00:00:00+00:00
84,136706,30381,2018-12-31 00:00:00+00:00,2019-01-31 00:00:00+00:00
85,123405,31557,2019-01-31 00:00:00+00:00,2019-02-28 00:00:00+00:00
86,143274,37153,2019-02-28 00:00:00+00:00,2019-03-31 00:00:00+00:00
87,138587,35806,2019-03-31 00:00:00+00:00,2019-04-30 00:00:00+00:00
88,145600,36963,2019-04-30 00:00:00+00:00,2019-05-31 00:00:00+00:00
89,139666,33874,2019-05-31 00:00:00+00:00,2019-06-30 00:00:00+00:00
90,149692,39137,2019-06-30 00:00:00+00:00,2019-07-31 00:00:00+00:00
91,158285,40072,2019-07-31 00:00:00+00:00,2019-08-31 00:00:00+00:00
92,143655,38561,2019-08-31 00:00:00+00:00,2019-09-30 00:00:00+00:00
93,152922,38732,2019-09-30 00:00:00+00:00,2019-10-31 00:00:00+00:00
94,145123,37850,2019-10-31 00:00:00+00:00,2019-11-30 00:00:00+00:00
95,152892,41417,2019-11-30 00:00:00+00:00,2019-12-31 00:00:00+00:00
96,167896,42356,2019-12-31 00:00:00+00:00,2020-01-31 00:00:00+00:00
97,161461,44252,2020-01-31 00:00:00+00:00,2020-02-29 00:00:00+00:00
98,188015,53254,2020-02-29 00:00:00+00:00,2020-03-31 00:00:00+00:00
99,194666,47765,2020-03-31 00:00:00+00:00,2020-04-30 00:00:00+00:00
100,205709,53156,2020-04-30 00:00:00+00:00,2020-05-31 00:00:00+00:00
101,194417,46782,2020-05-31 00:00:00+00:00,2020-06-30 00:00:00+00:00
102,207145,49392,2020-06-30 00:00:00+00:00,2020-07-31 00:00:00+00:00
103,216407,57243,2020-07-31 00:00:00+00:00,2020-08-31 00:00:00+00:00
104,183318,52792,2020-08-31 00:00:00+00:00,2020-09-30 00:00:00+00:00
105,195573,52374,2020-09-30 00:00:00+00:00,2020-10-31 00:00:00+00:00
106,182395,48858,2020-10-31 00:00:00+00:00,2020-11-30 00:00:00+00:00
107,193108,49925,2020-11-30 00:00:00+00:00,2020-12-31 00:00:00+00:00
108,181322,51207,2020-12-31 00:00:00+00:00,2021-01-31 00:00:00+00:00
109,147360,42119,2021-01-31 00:00:00+00:00,2021-02-28 00:00:00+00:00
