,countincomments,countinposts,firstday,lastday
0,108096,17473,2012-01-01 00:00:00+00:00,2012-01-31 00:00:00+00:00
1,112006,18198,2012-01-31 00:00:00+00:00,2012-02-29 00:00:00+00:00
2,125385,18826,2012-02-29 00:00:00+00:00,2012-03-31 00:00:00+00:00
3,132091,22382,2012-03-31 00:00:00+00:00,2012-04-30 00:00:00+00:00
4,141876,22806,2012-04-30 00:00:00+00:00,2012-05-31 00:00:00+00:00
5,155293,23396,2012-05-31 00:00:00+00:00,2012-06-30 00:00:00+00:00
6,163739,26013,2012-06-30 00:00:00+00:00,2012-07-31 00:00:00+00:00
7,176168,25620,2012-07-31 00:00:00+00:00,2012-08-31 00:00:00+00:00
8,160240,24132,2012-08-31 00:00:00+00:00,2012-09-30 00:00:00+00:00
9,163477,25791,2012-09-30 00:00:00+00:00,2012-10-31 00:00:00+00:00
10,173384,30071,2012-10-31 00:00:00+00:00,2012-11-30 00:00:00+00:00
11,194984,34121,2012-11-30 00:00:00+00:00,2012-12-31 00:00:00+00:00
12,213841,34700,2012-12-31 00:00:00+00:00,2013-01-31 00:00:00+00:00
13,188792,31771,2013-01-31 00:00:00+00:00,2013-02-28 00:00:00+00:00
14,212351,33571,2013-02-28 00:00:00+00:00,2013-03-31 00:00:00+00:00
15,224177,36444,2013-03-31 00:00:00+00:00,2013-04-30 00:00:00+00:00
16,230909,35735,2013-04-30 00:00:00+00:00,2013-05-31 00:00:00+00:00
17,227324,34076,2013-05-31 00:00:00+00:00,2013-06-30 00:00:00+00:00
18,244006,38304,2013-06-30 00:00:00+00:00,2013-07-31 00:00:00+00:00
19,246494,35401,2013-07-31 00:00:00+00:00,2013-08-31 00:00:00+00:00
20,222835,33089,2013-08-31 00:00:00+00:00,2013-09-30 00:00:00+00:00
21,247021,36529,2013-09-30 00:00:00+00:00,2013-10-31 00:00:00+00:00
22,263620,44117,2013-10-31 00:00:00+00:00,2013-11-30 00:00:00+00:00
23,307256,52633,2013-11-30 00:00:00+00:00,2013-12-31 00:00:00+00:00
24,307583,53016,2013-12-31 00:00:00+00:00,2014-01-31 00:00:00+00:00
25,275093,47066,2014-01-31 00:00:00+00:00,2014-02-28 00:00:00+00:00
26,302033,47824,2014-02-28 00:00:00+00:00,2014-03-31 00:00:00+00:00
27,302428,51263,2014-03-31 00:00:00+00:00,2014-04-30 00:00:00+00:00
28,306076,49763,2014-04-30 00:00:00+00:00,2014-05-31 00:00:00+00:00
29,291969,46785,2014-05-31 00:00:00+00:00,2014-06-30 00:00:00+00:00
30,329641,54252,2014-06-30 00:00:00+00:00,2014-07-31 00:00:00+00:00
31,326678,51518,2014-07-31 00:00:00+00:00,2014-08-31 00:00:00+00:00
32,311611,50038,2014-08-31 00:00:00+00:00,2014-09-30 00:00:00+00:00
33,328854,53919,2014-09-30 00:00:00+00:00,2014-10-31 00:00:00+00:00
34,334541,61119,2014-10-31 00:00:00+00:00,2014-11-30 00:00:00+00:00
35,396158,69935,2014-11-30 00:00:00+00:00,2014-12-31 00:00:00+00:00
36,414277,73983,2014-12-31 00:00:00+00:00,2015-01-31 00:00:00+00:00
37,348110,59712,2015-01-31 00:00:00+00:00,2015-02-28 00:00:00+00:00
38,378998,64512,2015-02-28 00:00:00+00:00,2015-03-31 00:00:00+00:00
39,389264,67760,2015-03-31 00:00:00+00:00,2015-04-30 00:00:00+00:00
40,381207,64019,2015-04-30 00:00:00+00:00,2015-05-31 00:00:00+00:00
41,379246,63680,2015-05-31 00:00:00+00:00,2015-06-30 00:00:00+00:00
42,406415,70671,2015-06-30 00:00:00+00:00,2015-07-31 00:00:00+00:00
43,397400,65595,2015-07-31 00:00:00+00:00,2015-08-31 00:00:00+00:00
44,376303,53380,2015-08-31 00:00:00+00:00,2015-09-30 00:00:00+00:00
45,407736,58352,2015-09-30 00:00:00+00:00,2015-10-31 00:00:00+00:00
46,404199,64884,2015-10-31 00:00:00+00:00,2015-11-30 00:00:00+00:00
47,449226,71837,2015-11-30 00:00:00+00:00,2015-12-31 00:00:00+00:00
48,448705,75383,2015-12-31 00:00:00+00:00,2016-01-31 00:00:00+00:00
49,401965,73392,2016-01-31 00:00:00+00:00,2016-02-29 00:00:00+00:00
50,435456,67488,2016-02-29 00:00:00+00:00,2016-03-31 00:00:00+00:00
51,440319,66359,2016-03-31 00:00:00+00:00,2016-04-30 00:00:00+00:00
52,442530,66942,2016-04-30 00:00:00+00:00,2016-05-31 00:00:00+00:00
53,451036,65386,2016-05-31 00:00:00+00:00,2016-06-30 00:00:00+00:00
54,454756,70845,2016-06-30 00:00:00+00:00,2016-07-31 00:00:00+00:00
55,474961,71498,2016-07-31 00:00:00+00:00,2016-08-31 00:00:00+00:00
56,445933,67938,2016-08-31 00:00:00+00:00,2016-09-30 00:00:00+00:00
57,465199,72630,2016-09-30 00:00:00+00:00,2016-10-31 00:00:00+00:00
58,486130,78662,2016-10-31 00:00:00+00:00,2016-11-30 00:00:00+00:00
59,562046,91302,2016-11-30 00:00:00+00:00,2016-12-31 00:00:00+00:00
60,568370,96130,2016-12-31 00:00:00+00:00,2017-01-31 00:00:00+00:00
61,476881,76741,2017-01-31 00:00:00+00:00,2017-02-28 00:00:00+00:00
62,535927,81881,2017-02-28 00:00:00+00:00,2017-03-31 00:00:00+00:00
63,526872,85225,2017-03-31 00:00:00+00:00,2017-04-30 00:00:00+00:00
64,530033,82893,2017-04-30 00:00:00+00:00,2017-05-31 00:00:00+00:00
65,539041,83435,2017-05-31 00:00:00+00:00,2017-06-30 00:00:00+00:00
66,572087,91598,2017-06-30 00:00:00+00:00,2017-07-31 00:00:00+00:00
67,556323,90463,2017-07-31 00:00:00+00:00,2017-08-31 00:00:00+00:00
